http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/area
Alna Meetinghouse,809.371
Alverson-Copeland House,6070.28
Amawalk Friends Meeting House,11735.9
Amelia Bloomer House,263046.0
American Thermos Bottle Company Laurel Hill Plant,35207.7
Angelica Park Circle Historic District,364217.0
Angus Cobblestone Farmhouse and Barn Complex,251714.0
Anoatok,40468.6
Appomattox Historic District,805324.0
Arcade Center Farm,238360.0
Arlington Green Covered Bridge,4046.86
Asahel Green Farm,418040.0
"Ashcroft (Geneva, New York)",20234.3
Ashtabula lift bridge,4046.86
Ashuelot Covered Bridge,1214.06
Astor Home for Children,74462.2
Avon Congregational Church,4046.86
Avondale Plantation Home,1214.06
Balding Avenue Historic District,16187.4
Baptist New Meeting House,5260.91
Barber-Mulligan Farm,2.57825e+06
Barden Cobblestone Farmhouse,17401.5
Barnesville Historic District,161874.0
Barnett-Criss House,4046.86
Bates Cobblestone Farmhouse,205580.0
Bay Meeting House and Vestry,2428.11
Bear Mountain Bridge Road,72843.4
Beardsley-Mix House,2428.11
Beaver Hills Historic District,392545.0
Bedford Presbyterian Church,14973.4
Bell Hill Meetinghouse,4046.86
Belmont Grange No. 1243,4451.54
Bement Covered Bridge,404.686
Benjamin Bosworth House,14164.0
Bingham Free Meetinghouse,4046.86
Birch Bayh Federal Building and United States Courthouse,15378.1
Bistline Covered Bridge,404.686
Black River Academy,0.0
Black and White Farm Barn,32374.9
Blair's Ferry Storehouse,2023.43
Blinn-Pulver Farmhouse,19424.9
Blow-Me-Down Covered Bridge,4046.86
Bobcat Trail Habitation Cave,1214.06
Bozrah Congregational Church and Parsonage,12140.6
Brabson's Ferry Plantation,1.01171e+06
Bradford Armory,1214.06
Bradford Downtown Historic District,214483.0
Bradford Old City Hall,975.482
Brick Tavern Stand,1618.74
Bridge Square Historic District,42492.0
Brigham Hall,64749.7
Bristol House,4856.23
Buckmeadow Plantation House,1214.06
Building at 426 South Main Street,4046.86
Burnham Tavern,2023.43
C. Brewer Building,2023.43
Calumet Plantation House,36421.7
Calvert Mill/Washington Mill,16187.4
Camp Bethel,188988.0
Campbell-Rumsey House,25899.9
Campbell-Rumsey House,25899.9
Canaan Chapel,2023.43
Canandaigua Historic District,505857.0
Canaseraga Four Corners Historic District,6879.66
Cape Girardeau Commercial Historic District,6474.97
Capt. Mark Stoddard Farmstead,526091.0
Cargill House,5665.6
Case Memorial-Seymour Library,2832.8
Center City Historic District,38040.5
Center Meeting House and Common,5665.6
Centerbrook Congregational Church,4046.86
Centre Congregational Church,4046.86
Centre Street Congregational Church,4046.86
Charles Bullis House,24281.1
Charles Maynard House,1618.74
Charles Sumner School,1214.06
Chase Cobblestone Farmhouse,218530.0
Chatchie Plantation House,809.371
Chelsea Parade Historic District,829606.0
"Chicago, Milwaukee and St. Paul Freight House",4046.86
Christ Episcopal Church and Tashua Burial Ground,6879.66
Christ Evangelical and Reformed Church,4046.86
Christian Union Society Meetinghouse,2023.43
Church Farm,20234.3
"Church of Our Most Merciful Saviour (Santee, Nebraska)",2023.43
"Church of St. John the Evangelist (Hunter, New York)",6070.28
Cimarron Redoubt,24281.1
Civic Institutions Historic District,28328.0
Claremont City Hall,2023.43
Clarendon Plantation House,4046.86
Clarkson Chapel,4451.54
Clifton Springs Sanitarium,8498.4
Cobblestone Farmhouse at 1027 Stone Church Rd.,17401.5
Cobblestone Manor,6070.28
Cole Cobblestone Farmhouse,10521.8
Columbiana County Courthouse,169968.0
Concord Civic District,34398.3
Concrete-Central Elevator,12140.6
Concrete-Central Elevator,12140.6
Conesus Amusement Hall,1618.74
Congregational Church of Medway,4046.86
Coombs Covered Bridge,2023.43
Coons House,62726.3
Cooper's Mill,41277.9
Corning Armory,25495.2
Corotoman,647497.0
Cotton Mountain Community Church,404.686
Couchwood,68796.6
Cousins House,38445.1
Curtis-Crumb Farm,570607.0
"Customs House (Sodus Point, New York)",1618.74
Dana Meeting House,1618.74
Daniel Supplee Cobblestone Farmhouse,6070.28
Danville Meetinghouse,1214.06
"Davenport Library (Bath, New York)",10117.1
David Littell House,95101.1
Dayton House,36017.0
DeRham Farm,78509.0
Deering Memorial United Methodist Church,809.371
Delaney Hotel,6070.28
Dellville Covered Bridge,404.686
Dennison Manufacturing Co. Paper Box Factory,11331.2
District B,687966.0
District C,202343.0
District D,121406.0
District E,52609.1
Dixmont Corner Church,2023.43
Dollarway Road,50585.7
Donegal Mills Plantation,14164.0
Dortch Plantation,3.94569e+06
Dr. Henry Spence Cobblestone Farmhouse and Barn Complex,65559.1
Dr. Richard Davis House,8093.71
Dunbar-Creigh House,8093.71
Dwight Street Historic District,546326.0
E. Ross Adair Federal Building and United States Courthouse,10117.1
Eastbrook Baptist Church and Eastbrook Town House,8093.71
Edgar and Lucy Henriques House,2023.43
Edward T. Gignoux United States Courthouse,2832.8
Edward Waldo House,48562.3
Elbert P. Tuttle United States Court of Appeals Building,4046.86
Elder Grey Meetinghouse,2023.43
English Evangelical Church of the Reformation and Parish House,2428.11
Enosburg Congregational Memorial Church,4046.86
Enterprise Plantation,6.67731e+06
Evanston Towers,3237.49
Ezra T. Phelps Farm Complex,60702.8
Fairmount Boulevard District,526091.0
Federal Building and Post Office (Brooklyn),6070.28
Federal Office Building (Seattle),4856.23
Fireman's Hall (New York),2832.8
"First Freewill Baptist Church (East Alton, New Hampshire)",1214.06
First Methodist Episcopal Church of Avon,3237.49
"First Parish Meetinghouse (Standish, Maine)",8093.71
First Universalist Society of West Sumner,1618.74
"Flat Iron Building (Chicago Heights, Illinois)",3642.17
Fleisher Covered Bridge,404.686
Forest Dale Historic District,237955.0
Forty-Seventh Camp of Rochambeau's Army,60702.8
Frank M. Johnson Jr. Federal Building and United States Courthouse,6070.28
Franklin College Building No. 5,12140.6
Franklin Hinchey House,12545.3
Free Will Baptist Church and Cemetery,5665.6
Fremont Meeting House,1214.06
French Creek Presbyterian Church,2023.43
G.A.R. Memorial Hall,1214.06
Ganoung Cobblestone Farmhouse,382833.0
Gansevoort/East Steuben Streets Historic District,32374.9
Garage at 219 Main Street,4046.86
Garrett Memorial Chapel,19020.2
Garrison Landing Historic District,21448.3
Gates-Livermore Cobblestone Farmhouse,386070.0
Gates Hall and Pultneyville Public Square,8093.71
General Electric Realty Plot,364217.0
Genesee County Courthouse Historic District,20234.3
Genesee Wesleyan Seminary and Genesee College Hall,20234.3
George B. Clifford House,4046.86
Georgia Cottage,24281.1
German United Evangelical Church Complex,4046.86
Germania Wine Cellars,18615.5
Gerrish Warehouse,4046.86
Gifford–Walker Farm,279233.0
Gilfillan Farm,60702.8
Gottlieb Brown Covered Bridge,404.686
Gov. Simon Snyder Mansion,809.371
Governor's Mansion Historic District,19424.9
Governor's Mansion Historic District,263046.0
Grace Church Rectory,4046.86
Grafton Congregational Church and Chapel,4046.86
Grand Bay Historic District,4856.23
"Grandview Cemetery (Chillicothe, Ohio)",370692.0
Greece Memorial Hall,10117.1
Green Park Inn,35207.7
Greenfield Meeting House,7284.34
Grosscup Road Historic District,40468.6
Grove Place Historic District,32779.5
Guilford Center Meetinghouse,2428.11
Hale Avenue Historic District,12140.6
Hall's Opera Block,404.686
Hancock County Courthouse (Ohio),6070.28
Harden House,3237.49
Harlem Plantation House,1618.74
Harmon Cobblestone Farmhouse and Cobblestone Smokehouse,11331.2
Harvey Whalen House,4856.23
Haverling Farm House,2023.43
Henry Champion House,20234.3
Henry J. Wheeler Farm,303514.0
Henry Law Farm Historic District,687966.0
Highland County Courthouse (Ohio),3237.49
Highland Hose No. 4,3642.17
Hildreth-Lord-Hawley Farm,24281.1
Hill Center Church,2428.11
Hinton Historic District,323749.0
Hipolito F. Garcia Federal Building and United States Courthouse,5665.6
Hiram Sibley Homestead,105218.0
Holland Congregational Church,2428.11
Holualoa Bay,114931.0
Holy Transfiguration of Our Lord Chapel,1618.74
Hoosick Falls Historic District,32374.9
Hoosick Falls Historic District,32374.9
Horseheads 1855 Extension Historic District,44515.4
House at 184 Albany Avenue,2006.71
House at 313 Albany Avenue,1045.16
House at 356 Albany Avenue,580.644
House at No. 48 Grove Street,18615.5
Huntington Street Baptist Church,1214.06
Indian Brook Road Historic District,121406.0
Isaac Cox Cobblestone Farmstead,105218.0
J. and E. Baker Cobblestone Farmstead,946964.0
Jack Lamberson House,8093.71
Jackson Blood Cobblestone House,3237.49
Palacio de Justicia de los Estados Unidos Jacob Weinberger,5260.91
Jacob Weinberger United States Courthouse,5260.91
James A. Walsh United States Courthouse,2428.11
James Hobart House,594888.0
James Hunter Stone House,30351.4
James L. Coke House,2428.11
James R. Browning United States Court of Appeals Building,10521.8
Jephtha Earl Cobblestone Farmhouse,12545.3
Jeremiah Cronkite House,19424.9
John Briggs House,12545.3
John Carr House,32779.5
John D. Haynes House,4046.86
John Guild House,2023.43
John Hendricks House and Dutch Barn,121406.0
John Minor Wisdom United States Court of Appeals Building,6070.28
John P. Cahoon House,4046.86
John Shelp Cobblestone House,44515.4
John and Mary Dickson House,36421.7
Jonathan Belcher House,3237.49
Jonathan Murray House,6070.28
Jordan's Chapel,4046.86
Joseph W. Podmore Building,404.686
Judge John Ryon House,2023.43
Julius and Harriet Bull House,7689.03
Kahaluu Bay,2.8328e+06
Kakaako Pumping Station,4451.54
カメハメハ5世郵便局,4046.86
Kamehameha V Post Office,4046.86
Kapuāiwa Building,2023.43
Kaw Mission,16187.4
"Keeney House (Le Roy, New York)",3035.14
Keeseville Historic District,307561.0
Kennedy Stone House,4046.86
Kent Industrial District,174015.0
Kinderhook Village District,2.47668e+06
Kochendefer Covered Bridge,404.686
LaRoe Family Homestead Historic District,20234.3
"Laredo United States Post Office, Court House and Custom House",4046.86
Larrowe House,6474.97
Larzelere Tavern,4046.86
Laurel Valley Sugar Plantation,4.97763e+06
Laurens Historic District,127476.0
Laurens Historic District,343983.0
Leech-Parker Farmhouse,10117.1
Leech–Lloyd Farmhouse and Barn Complex,5260.91
Lempster Meetinghouse,4046.86
Levi Barden Cobblestone Farmhouse,930777.0
Levi Woodbury Homestead,20234.3
Lewis F. Powell Jr. United States Courthouse,4046.86
Lick Run Plantation,20234.3
Liljestrand House,4046.86
Limington Academy,2023.43
Lincolnville Center Meeting House,2023.43
Little Buffalo Historic District,182109.0
Littleton Town Building,1214.06
Livonia Baptist Church,404.686
Lodi Methodist Church,2023.43
Logan Methodist Church,4046.86
Long Society Meetinghouse,8093.71
Lovell Village Church,1214.06
Lyman Viaduct,4046.86
Lyman Viaduct,4046.86
M'Clintock House,1214.06
Magnolia Lane Plantation,8.09371e+06
Main Street-Albertson Street-Park Place Historic District,27518.6
Maine Eye and Ear Infirmary,4046.86
Mallory Mill,54632.6
Mamaroneck Methodist Church,6474.97
"Marion Steam Shovel (Le Roy, New York)",404.686
Markham Cobblestone Farmhouse and Barn Complex,804110.0
Marlborough Congregational Church,7689.03
Martin Lindsey House,4046.86
Martin Luther King Jr. Park,226624.0
Martin Marmon House,16187.4
Martin Marmon House,16187.4
Mary Plantation House,6070.28
Mathew Bowen Homestead,57870.0
McConnell’s Mill Covered Bridge,404.686
McConnell's Mill Covered Bridge,404.686
McKinney Stables of Empire City Farms,400639.0
McMaster House,3237.49
McPhail Angus Farm,848626.0
Mead Memorial Chapel,4451.54
Medina Armory,4451.54
Memorial Arch of Tilton,8093.71
Mendon Cobblestone Academy,2428.11
Merchant Street Historic District,28328.0
"Methodist Episcopal Church (Stannard, Vermont)",2023.43
Methodist Episcopal Church of Butler,10117.1
Methodist Episcopal Church of Isle La Motte,2023.43
Michigan Boulevard Garden Apartments,16187.4
Middle Intervale Meeting House and Common,8093.71
Miles Raplee House,73248.1
Milton Center Historic District,728434.0
Mixer Tavern,52609.1
Montour Falls Historic District,52609.1
Montrest,647497.0
Morgan Cobblestone Farmhouse,20234.3
Moro Plantation House,809.371
Moses Brace-Uriah Cadwell House,3237.49
Moses Van Campen House,190202.0
Mosher House,4046.86
Mount Pleasant Covered Bridge,404.686
Mountain View House,97124.6
Mud House,16187.4
Murray Downtown Historic District,80937.1
Myrtle Baptist Church Neighborhood Historic District,26304.6
Naples Memorial Town Hall,8903.08
Narrows Plantation House,40063.9
Nathan Lester House,445154.0
Neher-Elseffer House,10117.1
Neher–Elseffer House,10117.1
New Family Theater,1214.06
New Germantown Covered Bridge,404.686
New Hampton Community Church,1214.06
New Sharon Congregational Church,4046.86
"Newport Historic District (Newport, Pennsylvania)",582747.0
Nicollet County Courthouse and Jail,8903.08
Nine Partners Meeting House and Cemetery,36421.7
Nixon Homestead,7284.34
Normandy Grange,194249.0
North Main-Bank Streets Historic District,72843.4
North Main–Bank Streets Historic District,72843.4
North Shore Sanitary District Tower,1214.06
North Waterford Congregational Church,2023.43
Northcutts Cove Chapel,1618.74
Northwood Congregational Church,2023.43
Nuyaka Mission,20234.3
Old Federal Building (Anchorage),8498.4
Old Harbor Reservation Parkways,225815.0
Old Statehouse Historic District,109265.0
Old Stone Warehouse,1214.06
Oliver Warner Farmstead,821512.0
Oquossoc Log Church,1214.06
Orleans County Courthouse Historic District,60702.8
"Osborne House (Victor, New York)",5260.91
Owen B. Pickett United States Custom House,40063.9
Oxford Congregational Church and Cemetery,16187.4
Park Hill Meetinghouse,8093.71
Parkside West Historic District,214483.0
Pastures Historic District,68796.6
Pastures Historic District,68796.6
Pembroke Village,84984.0
Pembroke Village,84984.0
Pence Springs Hotel Historic District,121406.0
Penn Yan Historic District,263046.0
Perkins-Bill House,14568.7
Perry County Courthouse (Pennsylvania),404.686
Peter Bitley House,8093.71
Peterborough Town House,1214.06
Pfau-Crichton Cottage,2023.43
Philetus Swift House,167540.0
"Phoenix Building (Pittsford, New York)",4046.86
Pioneer Farm,404.686
Pittsfield Universalist Church,2023.43
Pittsford Village Historic District,230671.0
Plainfield Woolen Company Mill,32374.9
Pleasant Valley Wine Company,21043.7
Pleasant View Plantation House,1214.06
Point Douglas–St. Louis River Road Bridge,2023.43
Point Douglas–St. Louis River Road Bridge,2023.43
Porter Old Meetinghouse,4046.86
Potter Place Railroad Station,809.371
Powers Church,0.0
Prater's Mill,101171.0
"Princeton Cemetery (Princeton, Arkansas)",12140.6
Protestant Children's Home,8093.71
Pua'a-2 Agricultural Fields Archeological District,18615.5
Pulaski Library,1214.06
Pultneyville Historic District,149734.0
Putnam Farm,38040.5
Queen's Castle,2023.43
R.S. Blome Granitoid Pavement in Grand Forks,222577.0
Rapp Road Community Historic District,56656.0
Reay E. Sterling Middle School,18210.9
Rectory and Church of the Immaculate Conception,8093.71
Reuben Robie House,11331.2
Richard H. Chambers United States Court of Appeals,52609.1
Richland Plantation,101171.0
Richmond Community Church,1214.06
Richmond County Courthouse (Staten Island),20234.3
Ridgeland-Oak Park Historic District,2.18126e+06
Rienzi Plantation House,30351.4
Riga Academy,2023.43
Rippey Cobblestone Farmhouse,8093.71
River Meetinghouse,2023.43
River Terrace Apartments,22257.7
Roanoke Park (Seattle),74057.5
Robert C. McEwen United States Custom House,8093.71
Rochester City School No. 24,7284.34
Rochester Savings Bank,2428.11
Rogers Commercial Historic District,28328.0
Roosevelt Point Cottage and Boathouse,20234.3
Rossman-Prospect Avenue Historic District,20234.3
Rossman-Prospect Avenue Historic District,20234.3
Royal Theater (Philadelphia),1214.06
Rufus Barrett Stone House,83.6127
Rumford Point Congregational Church,2023.43
Rye African-American Cemetery,5665.6
"Saint Andrew's Episcopal Church (Rochester, New York)",2832.8
Saint Bernard's Seminary,55846.6
Saint Jude's Episcopal Church,1214.06
Samuel Botsford House,220554.0
Samuel Gwinn Plantation,15378.1
Samuel Rich House,20234.3
Sandown Old Meetinghouse,1214.06
Santa Fe Terminal Complex,7284.34
Santiago E. Campos United States Courthouse,12140.6
"Saratoga Gas, Electric Light and Power Company Complex",28328.0
