http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/areaLand
"Rosefield Township, Peoria County, Illinois",9.42238e+07
Rouse (California),616417.0
"Rouse, California",616417.0
Rouse (California),617000.0
"Rouse, California",617000.0
Saint-Cyrille-de-Lessard,2.2972e+08
Saint-Cyrille-de-Lessard,2.2972e+08
"Saint-Cyrille-de-Lessard, Quebec",2.2972e+08
Saint-Ignace-de-Stanbridge,6.916e+07
Saint-Ignace-de-Stanbridge,6.916e+07
"Saint-Ignace-de-Stanbridge, Quebec",6.916e+07
Sand Ridge Township,9.18151e+07
"Municipio de Sand Ridge (condado de Jackson, Illinois)",9.18151e+07
"Sand Ridge Township, Jackson County, Illinois",9.18151e+07
Seacliff (California),1.985e+06
"Seacliff, California",1.985e+06
Seacliff (California),1.98652e+06
"Seacliff, California",1.98652e+06
"Municipio de Soldier (condado de Crawford, Iowa)",9.19705e+07
"Soldier Township, Crawford County, Iowa",9.19705e+07
Gmina Soldier (hrabstwo Crawford),9.19705e+07
"Municipio de Soldier (condado de Crawford, Iowa)",9.198e+07
"Soldier Township, Crawford County, Iowa",9.198e+07
Gmina Soldier (hrabstwo Crawford),9.198e+07
"Municipio de Soldier (condado de Jackson, Kansas)",1.10204e+08
"Soldier Township, Jackson County, Kansas",1.10204e+08
"Municipio de Soldier (condado de Jackson, Kansas)",1.1021e+08
"Soldier Township, Jackson County, Kansas",1.1021e+08
Stone City (Iowa),4.50658e+06
"Stone City, Iowa",4.50658e+06
"Strawberry (condado de Tuolumne, California)",1.34938e+06
"Strawberry, Tuolumne County, California",1.34938e+06
"Strawberry (condado de Tuolumne, California)",1.351e+06
"Strawberry, Tuolumne County, California",1.351e+06
"Sturgeon, Pennsylvania",2.84899e+06
Sunshine (Colorado),4.5e+06
"Sunshine, Colorado",4.5e+06
"Tanglewood, Florida",9.8e+06
"Municipio de Tribune (condado de Greeley, Kansas)",5.8566e+08
"Tribune Township, Greeley County, Kansas",5.8566e+08
特里比恩鎮區 (格里利縣),5.8566e+08
"Municipio de Tribune (condado de Greeley, Kansas)",5.85674e+08
"Tribune Township, Greeley County, Kansas",5.85674e+08
特里比恩鎮區 (格里利縣),5.85674e+08
Villarino de los Aires,1.0264e+08
Villarino de los Aires,1.0264e+08
Villarino de los Aires,1.0264e+08
Villarino de los Aires,1.0264e+08
Villarino de los Aires,1.0264e+08
Villarino de los Aires,1.0264e+08
Villarino de los Aires,1.0264e+08
Villarino dos Ares,1.0264e+08
Вильярино-де-лос-Айрес,1.0264e+08
比利亚里诺德洛赛雷斯,1.0264e+08
"Municipio de Waltham (condado de LaSalle, Illinois)",9.58555e+07
"Waltham Township, LaSalle County, Illinois",9.58555e+07
"Municipio de Waltz (condado de Wabash, Indiana)",1.11862e+08
"Waltz Township, Wabash County, Indiana",1.11862e+08
"Westborough, Massachusetts",5.30948e+07
Westborough (Massachusetts),5.30948e+07
Westborough,5.30948e+07
"Westborough, Massachusetts",5.31e+07
Westborough (Massachusetts),5.31e+07
Westborough,5.31e+07
"Wiscasset, Maine",6.379e+07
Wiscasset (Maine),6.379e+07
Wiscasset,6.379e+07
Wiscasset (Maine),6.379e+07
ウィスカセット (メイン州),6.379e+07
Wiscasset,6.379e+07
Wiscasset (Maine),6.379e+07
威斯卡西特 (缅因州),6.379e+07
"Wiscasset, Maine",6.37914e+07
Wiscasset (Maine),6.37914e+07
Wiscasset,6.37914e+07
Wiscasset (Maine),6.37914e+07
ウィスカセット (メイン州),6.37914e+07
Wiscasset,6.37914e+07
Wiscasset (Maine),6.37914e+07
威斯卡西特 (缅因州),6.37914e+07
"Wiscasset (condado de Lincoln, Maine)",1.01e+07
"Wiscasset (CDP), Maine",1.01e+07
"Wiscasset (condado de Lincoln, Maine)",1.0101e+07
"Wiscasset (CDP), Maine",1.0101e+07
ميله لسليس (كيبك),6.082e+07
Mille-Isles,6.082e+07
Mille-Isles,6.082e+07
"Mille-Isles, Quebec",6.082e+07
Saint-André-d'Argenteuil,9.778e+07
Saint-André-d'Argenteuil,9.778e+07
"Saint-André-d'Argenteuil, Quebec",9.778e+07
Saint-Placide,4.312e+07
Saint-Placide,4.312e+07
"Saint-Placide, Quebec",4.312e+07
جنوب تانغيرانغ,1.4719e+08
Tangerang Selatan,1.4719e+08
Tangerang du Sud,1.4719e+08
Tangerang Selatan,1.4719e+08
南タンゲラン,1.4719e+08
Tangerang Selatan,1.4719e+08
Tangerang do Sul,1.4719e+08
Тангеранг-Селатан,1.4719e+08
南唐格朗,1.4719e+08
South Tangerang,1.4719e+08
أدستوك (كيبك),2.9011e+08
Adstock (Quebec),2.9011e+08
Adstock,2.9011e+08
Adstock,2.9011e+08
"Adstock, Quebec",2.9011e+08
Alberite,2.024e+07
Alberite,2.024e+07
Alberite,2.024e+07
Alberite,2.024e+07
Alberite,2.024e+07
Alberite,2.024e+07
Альберите,2.024e+07
阿尔韦里特,2.024e+07
Alberite,2.024e+07
أوكلير (كيبك),1.0526e+08
Auclair (Québec),1.0526e+08
"Auclair, Quebec",1.0526e+08
بيه جوهان بيتز (كيبك),3.6028e+08
Baie-Johan-Beetz,3.6028e+08
"Baie-Johan-Beetz, Quebec",3.6028e+08
Beach Cities Health District,3.01475e+07
Beach Cities Health District,3.017e+07
بولاك-غارتبي (كيبك),7.513e+07
Beaulac-Garthby,7.513e+07
Beaulac-Garthby,7.513e+07
"Beaulac-Garthby, Quebec",7.513e+07
بيانكور (كيبك),1.8734e+08
Biencourt (Québec),1.8734e+08
"Biencourt, Quebec",1.8734e+08
Biinjitiwabik Zaaging Anishnabek First Nation,410000.0
"Bridgeport, Connecticut",4.14e+07
بريدجبورت (كونيتيكت),4.14e+07
Bridgeport (Connecticut),4.14e+07
Bridgeport,4.14e+07
Bridgeport (Connecticut),4.14e+07
Bridgeport,4.14e+07
ブリッジポート (コネチカット州),4.14e+07
Bridgeport (Connecticut),4.14e+07
Bridgeport (Connecticut),4.14e+07
Bridgeport (Connecticut),4.14e+07
Бриджпорт (Коннектикут),4.14e+07
布里奇波特,4.14e+07
"Bridgeport, Connecticut",4.14398e+07
بريدجبورت (كونيتيكت),4.14398e+07
Bridgeport (Connecticut),4.14398e+07
Bridgeport,4.14398e+07
Bridgeport (Connecticut),4.14398e+07
Bridgeport,4.14398e+07
ブリッジポート (コネチカット州),4.14398e+07
Bridgeport (Connecticut),4.14398e+07
Bridgeport (Connecticut),4.14398e+07
Bridgeport (Connecticut),4.14398e+07
Бриджпорт (Коннектикут),4.14398e+07
布里奇波特,4.14398e+07
بروكلين (ويسكونسن),2.82e+06
Brooklyn (Wisconsin),2.82e+06
Brooklyn (Wisconsin),2.82e+06
Brooklyn (Wisconsin),2.82e+06
Brooklyn (Wisconsin),2.82e+06
"Brooklyn (village), Wisconsin",2.82e+06
بروكلين (ويسكونسن),2.82309e+06
Brooklyn (Wisconsin),2.82309e+06
Brooklyn (Wisconsin),2.82309e+06
Brooklyn (Wisconsin),2.82309e+06
Brooklyn (Wisconsin),2.82309e+06
"Brooklyn (village), Wisconsin",2.82309e+06
Bukedea District,1.0517e+09
Distrito de Bukedea,1.0517e+09
Bukedea (district),1.0517e+09
ブケデア県,1.0517e+09
Bukedea (district),1.0517e+09
布凱德阿區,1.0517e+09
كاليكسا لافاليه (كيبك),3.235e+07
Calixa-Lavallée,3.235e+07
Calixa-Lavallée,3.235e+07
"Calixa-Lavallée, Quebec",3.235e+07
كارترزفيل,7.55e+07
Cartersville,7.55e+07
Cartersville (Georgia),7.55e+07
Cartersville,7.55e+07
Cartersville,7.55e+07
Cartersville,7.55e+07
Cartersville,7.55e+07
Cartersville,7.55e+07
"Cartersville, Georgia",7.55e+07
"Catmon, Bulacan",8.28537e+06
"Catmon, Bulacan",8.286e+06
شيرتسي (كيبك),2.8736e+08
Chertsey (Quebec),2.8736e+08
Chertsey (Québec),2.8736e+08
"Chertsey, Quebec",2.8736e+08
Chittlancherry,2.552e+07
شوت سان فيليب (كيبك),2.9873e+08
Chute-Saint-Philippe,2.9873e+08
"Chute-Saint-Philippe, Quebec",2.9873e+08
شينيفيل (كيبك),6.515e+07
Chénéville,6.515e+07
"Chénéville, Quebec",6.515e+07
Déline,7.944e+07
Délįne,7.944e+07
Deline,7.944e+07
ديزرائيلي (كيبك),6.91e+06
Disraeli (ciudad),6.91e+06
Disraeli (ville),6.91e+06
Disraeli,6.91e+06
"Disraeli, Quebec (city)",6.91e+06
Disraeli (paroisse),9.277e+07
Disraeli (Freguesia),9.277e+07
"Disraeli, Quebec (parish)",9.277e+07
مدينة دبي العالمية,7.97716e+06
Dubai International City,7.97716e+06
Dubai International City,7.97716e+06
Dubai International City,7.97716e+06
مدينة دبي العالمية,8e+06
Dubai International City,8e+06
Dubai International City,8e+06
Dubai International City,8e+06
Eagle Crest Resort,3.94e+07
ايست بروتون (كيبك),8.73e+06
East Broughton,8.73e+06
East Broughton,8.73e+06
"East Broughton, Quebec",8.73e+06
ايست فارنهام (كيبك),4.92e+06
East Farnham,4.92e+06
East Farnham,4.92e+06
"East Farnham, Quebec",4.92e+06
"East Lake George, New York",1.16549e+07
ش فالي دي أنتون,3.48e+07
El Valle de Antón,3.48e+07
El Valle de Antón,3.48e+07
El Valle de Antón,3.48e+07
فيرم نوف (كيبك),7.9029e+08
Ferme-Neuve,7.9029e+08
"Ferme-Neuve, Quebec",7.9029e+08
Flying Post First Nation,5.819e+07
فوسامبو سور لو لاك (كيبك),1.138e+07
Fossambault-sur-le-Lac,1.138e+07
Fossambault-sur-le-Lac,1.138e+07
Fossambault-sur-le-Lac,1.138e+07
"Grand Rapids, Michigan",1.14995e+08
غراند رابيدز,1.14995e+08
Grand Rapids (Michigan),1.14995e+08
Grand Rapids (Míchigan),1.14995e+08
Grand Rapids (Michigan),1.14995e+08
Grand Rapids (Michigan),1.14995e+08
Grand Rapids (Michigan),1.14995e+08
グランドラピッズ (ミシガン州),1.14995e+08
Grand Rapids,1.14995e+08
Grand Rapids,1.14995e+08
Гранд-Рапидс,1.14995e+08
大急流城 (密歇根州),1.14995e+08
"Grand Rapids, Michigan",1.15e+08
غراند رابيدز,1.15e+08
Grand Rapids (Michigan),1.15e+08
Grand Rapids (Míchigan),1.15e+08
Grand Rapids (Michigan),1.15e+08
Grand Rapids (Michigan),1.15e+08
Grand Rapids (Michigan),1.15e+08
グランドラピッズ (ミシガン州),1.15e+08
Grand Rapids,1.15e+08
Grand Rapids,1.15e+08
Гранд-Рапидс,1.15e+08
大急流城 (密歇根州),1.15e+08
هاغرستاون (إنديانا),3.47e+06
Hagerstown (Indiana),3.47e+06
Hagerstown (Indiana),3.47e+06
Hagerstown (Indiana),3.47e+06
Hagerstown (Indiana),3.47e+06
Hagerstown (Indiana),3.47e+06
Hagerstown (Indiana),3.47e+06
"Hagerstown, Indiana",3.47e+06
هاغرستاون (إنديانا),3.47058e+06
Hagerstown (Indiana),3.47058e+06
Hagerstown (Indiana),3.47058e+06
Hagerstown (Indiana),3.47058e+06
Hagerstown (Indiana),3.47058e+06
Hagerstown (Indiana),3.47058e+06
Hagerstown (Indiana),3.47058e+06
"Hagerstown, Indiana",3.47058e+06
"Hagerstown, Maryland",3.14943e+07
هاجرستاون,3.14943e+07
Hagerstown (Maryland),3.14943e+07
Hagerstown,3.14943e+07
Hagerstown (Maryland),3.14943e+07
Hagerstown (Maryland),3.14943e+07
ヘイガーズタウン (メリーランド州),3.14943e+07
Hagerstown (Maryland),3.14943e+07
Hagerstown (Maryland),3.14943e+07
Hagerstown (Maryland),3.14943e+07
Хейгерстаун (Мэриленд),3.14943e+07
黑格斯敦 (馬里蘭州),3.14943e+07
"Hagerstown, Maryland",3.155e+07
هاجرستاون,3.155e+07
Hagerstown (Maryland),3.155e+07
Hagerstown,3.155e+07
Hagerstown (Maryland),3.155e+07
Hagerstown (Maryland),3.155e+07
ヘイガーズタウン (メリーランド州),3.155e+07
Hagerstown (Maryland),3.155e+07
Hagerstown (Maryland),3.155e+07
Hagerstown (Maryland),3.155e+07
Хейгерстаун (Мэриленд),3.155e+07
黑格斯敦 (馬里蘭州),3.155e+07
أونريفيل (كيبك),6.492e+07
Henryville (Quebec),6.492e+07
Henryville (Québec),6.492e+07
"Henryville, Quebec",6.492e+07
إيرلوند (كيبك),1.0942e+08
Irlande (Québec),1.0942e+08
Irlande,1.0942e+08
Irlande,1.0942e+08
إيفري سور لو لاك (كيبك),3.064e+07
Ivry-sur-le-Lac,3.064e+07
"Ivry-sur-le-Lac, Quebec",3.064e+07
كياميكا (كيبك),3.3989e+08
Kiamika,3.3989e+08
"Kiamika, Quebec",3.3989e+08
لأنفير (كيبك),9.725e+07
L'Avenir (Québec),9.725e+07
"L'Avenir, Quebec",9.725e+07
L'Île-Cadieux,570000.0
L'Île-Cadieux,570000.0
L'Île-Cadieux,570000.0
"L'Île-Cadieux, Quebec",570000.0
لاك كونسبتشن (كيبك),1.2936e+08
La Conception (Québec),1.2936e+08
"La Conception, Quebec",1.2936e+08
لابيل (كيبك),1.9879e+08
Labelle (Québec),1.9879e+08
"Labelle, Quebec",1.9879e+08
لاك ساغواي (كيبك),1.7266e+08
Lac-Saguay,1.7266e+08
"Lac-Saguay, Quebec",1.7266e+08
لاك سانت بول (كيبك),1.733e+08
Lac-Saint-Paul,1.733e+08
"Lac-Saint-Paul, Quebec",1.733e+08
Lac-Simon (Papineau),9.737e+07
"Lac-Simon, Outaouais, Quebec",9.737e+07
لاك تامبرلانت نورد (كيبك),2.084e+07
Lac-Tremblant-Nord,2.084e+07
"Lac-Tremblant-Nord, Quebec",2.084e+07
لاك ديس بلايجس (كيبك),1.5296e+08
Lac-des-Plages,1.5296e+08
"Lac-des-Plages, Quebec",1.5296e+08
Lac-des-Seize-Îles,9.07e+06
"Lac-des-Seize-Îles, Quebec",9.07e+06
Lac-des-Écorces,1.4432e+08
"Lac-des-Écorces, Quebec",1.4432e+08
لانتير (كيبك),4.297e+07
Lantier,4.297e+07
"Lantier, Quebec",4.297e+07
ليس برغرونيس (كيبك),2.7529e+08
Les Bergeronnes,2.7529e+08
"Les Bergeronnes, Quebec",2.7529e+08
"Linden Woods, Winnipeg",3.6e+06
ماسوفيل (كيبك),1.65e+06
Massueville,1.65e+06
Massueville,1.65e+06
"Massueville, Quebec",1.65e+06
"Milpitas, California",3.52e+07
ميلبيتاس (كاليفورنيا),3.52e+07
Milpitas,3.52e+07
Milpitas (California),3.52e+07
Milpitas,3.52e+07
Milpitas,3.52e+07
ミルピタス (カリフォルニア州),3.52e+07
Milpitas,3.52e+07
Milpitas,3.52e+07
Milpitas,3.52e+07
Милпитас,3.52e+07
米尔皮塔斯 (加利福尼亚州),3.52e+07
"Milpitas, California",3.52005e+07
ميلبيتاس (كاليفورنيا),3.52005e+07
Milpitas,3.52005e+07
Milpitas (California),3.52005e+07
Milpitas,3.52005e+07
Milpitas,3.52005e+07
ミルピタス (カリフォルニア州),3.52005e+07
Milpitas,3.52005e+07
Milpitas,3.52005e+07
Milpitas,3.52005e+07
Милпитас,3.52005e+07
米尔皮塔斯 (加利福尼亚州),3.52005e+07
مونتكالم (كيبك),1.1718e+08
Montcalm (Québec),1.1718e+08
"Montcalm, Quebec",1.1718e+08
مونيبيلير (كيبك),2.4834e+08
Montpellier (Québec),2.4834e+08
Montpellier (Kanada),2.4834e+08
"Montpellier, Quebec",2.4834e+08
مونتيناير (نيومكسيكو),2.58999e+06
Mountainair (New Mexico),2.58999e+06
Mountainair,2.58999e+06
Mountainair,2.58999e+06
Mountainair (Novo México),2.58999e+06
"Mountainair, New Mexico",2.58999e+06
مونتيناير (نيومكسيكو),2.7e+06
Mountainair (New Mexico),2.7e+06
Mountainair,2.7e+06
Mountainair,2.7e+06
Mountainair (Novo México),2.7e+06
"Mountainair, New Mexico",2.7e+06
Natashquan,2.0351e+08
Natashquan,2.0351e+08
Natashquan (municipalité),2.0351e+08
"Natashquan, Quebec (township)",2.0351e+08
Nesseby,1.36689e+09
نيسبي,1.36689e+09
Nesseby,1.36689e+09
Nesseby,1.36689e+09
Nesseby,1.36689e+09
Nesseby,1.36689e+09
Nesseby,1.36689e+09
Nesseby,1.36689e+09
Nesseby,1.36689e+09
Нессебю,1.36689e+09
內瑟比,1.36689e+09
نورت دام دي بونسيكورس (كيبك),2.669e+08
Notre-Dame-de-Bonsecours,2.669e+08
"Notre-Dame-de-Bonsecours, Quebec",2.669e+08
نورت دام دي بونتمين (كيبك),2.6293e+08
Notre-Dame-de-Pontmain,2.6293e+08
"Notre-Dame-de-Pontmain, Quebec",2.6293e+08
نورت دام دي لا باييكس (كيبك),1.0562e+08
Notre-Dame-de-la-Paix (Québec),1.0562e+08
"Notre-Dame-de-la-Paix, Quebec",1.0562e+08
نورت دام ديس بينس (كيبك),2.395e+07
Notre-Dame-des-Pins,2.395e+07
Notre-Dame-des-Pins,2.395e+07
"Notre-Dame-des-Pins, Quebec",2.395e+07
نورت دام ديس سيبت دوليورس (كيبك),1.161e+07
Notre-Dame-des-Sept-Douleurs,1.161e+07
"Notre-Dame-des-Sept-Douleurs, Quebec",1.161e+07
Notre-Dame-du-Bon-Conseil (paroisse),8.663e+07
"Notre-Dame-du-Bon-Conseil, Quebec (parish)",8.663e+07
كونسيل (كيبك),4.24e+06
Notre-Dame-du-Bon-Conseil (village),4.24e+06
"Notre-Dame-du-Bon-Conseil, Quebec (village)",4.24e+06
بيرديدو بيتش,3.2e+06
Perdido Beach,3.2e+06
Perdido Beach (Alabama),3.2e+06
Perdido Beach,3.2e+06
佩尔迪海滩 (阿拉巴马州),3.2e+06
"Perdido Beach, Alabama",3.2e+06
Pike River,4.079e+07
Pike River,4.079e+07
"Pike River, Quebec",4.079e+07
Pingtan,3.71e+08
Xian de Pingtan,3.71e+08
平潭県,3.71e+08
平潭县,3.71e+08
Pingtan County,3.71e+08
بوينت ديس كاسكاديس (كيبك),2.67e+06
Pointe-des-Cascades,2.67e+06
Pointe-des-Cascades,2.67e+06
"Pointe-des-Cascades, Quebec",2.67e+06
بونت روج (كيبك),1.2123e+08
Pont-Rouge,1.2123e+08
Pont-Rouge,1.2123e+08
Pont-Rouge,1.2123e+08
Pont-Rouge,1.2123e+08
Pont-Rouge,1.2123e+08
Rivière-au-Tonnerre,6.192e+08
"Rivière-au-Tonnerre, Quebec",6.192e+08
"Runnels County, Texas",2.72208e+09
مقاطعة رونلز (تكساس),2.72208e+09
Runnels County,2.72208e+09
Condado de Runnels,2.72208e+09
Comté de Runnels,2.72208e+09
Contea di Runnels,2.72208e+09
ラネルズ郡 (テキサス州),2.72208e+09
Runnels County,2.72208e+09
Hrabstwo Runnels,2.72208e+09
Condado de Runnels,2.72208e+09
"Раннелс (округ, Техас)",2.72208e+09
兰纳尔斯县 (德克萨斯州),2.72208e+09
Sacré-Cœur (Québec),3.0698e+08
"Sacré-Coeur, Quebec",3.0698e+08
Sacré-Cœur-de-Jésus,1.0482e+08
Sacré-Coeur-de-Jésus,1.0482e+08
"Sacré-Cœur-de-Jésus, Quebec",1.0482e+08
Saint-Adrien-d'Irlande,5.329e+07
Saint-Adrien-d'Irlande,5.329e+07
"Saint-Adrien-d'Irlande, Quebec",5.329e+07
Saint-Aimé,6.07e+07
Saint-Aimé,6.07e+07
"Saint-Aimé, Quebec",6.07e+07
Saint-Aimé-du-Lac-des-Îles,1.633e+08
"Saint-Aimé-du-Lac-des-Îles, Quebec",1.633e+08
Saint-Alphonse-de-Granby,4.993e+07
Saint-Alphonse-de-Granby,4.993e+07
"Saint-Alphonse-de-Granby, Quebec",4.993e+07
Saint-Anicet,1.3516e+08
Saint-Anicet,1.3516e+08
Saint-Anicet,1.3516e+08
Saint-Antoine-sur-Richelieu,6.572e+07
Saint-Antoine-sur-Richelieu,6.572e+07
"Saint-Antoine-sur-Richelieu, Quebec",6.572e+07
Saint-Armand,8.288e+07
Saint-Armand,8.288e+07
"Saint-Armand, Quebec",8.288e+07
Saint-Benjamin,1.1143e+08
Saint-Benjamin,1.1143e+08
"Saint-Benjamin, Quebec",1.1143e+08
Saint-Bernard-de-Michaudville,6.549e+07
Saint-Bernard-de-Michaudville,6.549e+07
"Saint-Bernard-de-Michaudville, Quebec",6.549e+07
Saint-Camille-de-Lellis,2.5151e+08
Saint-Camille-de-Lellis,2.5151e+08
"Saint-Camille-de-Lellis, Quebec",2.5151e+08
سان كولومبان (كيبك),9.356e+07
Saint-Colomban (Quebec),9.356e+07
Saint-Colomban (Québec),9.356e+07
"Saint-Colomban, Quebec",9.356e+07
Saint-Césaire (Quebec),8.355e+07
Saint-Césaire,8.355e+07
Saint-Césaire (Canada),8.355e+07
"Saint-Césaire, Quebec",8.355e+07
Saint-Côme–Linière,1.504e+08
Saint-Côme-Linière,1.504e+08
"Saint-Côme–Linière, Quebec",1.504e+08
Saint-Damase,7.907e+07
Saint-Damase (Les Maskoutains),7.907e+07
"Saint-Damase, Montérégie, Quebec",7.907e+07
Saint-Damien,2.5516e+08
Saint-Damien,2.5516e+08
