http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/elevation
Geologie van Ardennen en Eifel,747.0
Puwaq Hanka mountain range,5278.0
Sierra del Sueve,1161.0
Sierra del Sueve,1161.0
蘇埃韋山脈,1161.0
Sierra del Sueve,1161.0
جبال الأوراس,2328.0
Aurès Mountains,2328.0
Aurès,2328.0
Aurés,2328.0
Aurès,2328.0
Aurès,2328.0
Dżabal al-Auras,2328.0
Орес (горы),2328.0
Aurès,2328.0
奧雷斯山脈,2328.0
Baetic System,3478.0
Betische Kordillere,3478.0
Cordilleras Béticas,3478.0
Cordillères Bétiques,3478.0
Cordigliera Betica,3478.0
Betische cordillera,3478.0
ベティコ山系,3478.0
Góry Betyckie,3478.0
Cordilheira Bética,3478.0
Кордильера-Бетика,3478.0
貝蒂科山脈,3478.0
Bare Range,2943.0
Brindabella Range,1913.0
Brindabella Ranges,1913.0
Monts Brindabella,1913.0
British Empire Range,2616.0
British Empire Range,2616.0
Cordillera del Imperio Británico,2616.0
Chaîne British Empire,2616.0
Budawang Range,1129.0
Carnic Alps,2782.0
Karnische Alpen,2782.0
Alpes cárnicos,2782.0
Alpi Carniche,2782.0
Alpes carniques,2782.0
Karnische Alpen,2782.0
Alpy Karnickie,2782.0
Alpes Cárnicos,2782.0
Карнийские Альпы,2782.0
卡爾尼克阿爾卑斯山脈,2782.0
Zentrale Ostalpen,4049.0
Central Eastern Alps,4049.0
Alpes orientales centrales,4049.0
Alpi Centro-orientali,4049.0
Centrale Alpen,4049.0
Alpy Centralne,4049.0
Центральные Восточные Альпы,4049.0
Alpes Orientais Centrais,4049.0
中阿爾卑斯山脈,4049.0
Chino Hills,485.0
Commonwealth Range,4000.0
Commonwealth Range,4000.0
Chaînon Commonwealth,4000.0
英聯邦山脈,4000.0
Cordillera Blanca,6768.0
Cordillera Blanca,6768.0
Cordillera Blanca,6768.0
Cordillère Blanche,6768.0
Cordillera Blanca,6768.0
Cordillera Blanca,6768.0
Kordyliera Biała,6768.0
Cordilheira Branca,6768.0
Кордильера-Бланка,6768.0
布蘭卡山脈,6768.0
De syv søstre,1072.0
Sieben Schwestern (Berg),1072.0
De syv søstre,1072.0
Les Sept Sœurs,1072.0
Шу-Сёстре,1072.0
Karwendel,2749.0
Karwendel,2749.0
Montes del Karwendel,2749.0
Karwendel,2749.0
Monti del Karwendel,2749.0
Karwendel,2749.0
Karwendel,2749.0
Montes de Karwendel,2749.0
Карвендель,2749.0
卡爾文德爾山脈,2749.0
Kaweka Range,1724.0
Kaweka Range,1724.0
Laguna Mountains,1944.0
Montañas Laguna,1944.0
Monts Laguna,1944.0
Massif des Écrins,4102.0
Pelvoux,4102.0
Macizo des Écrins,4102.0
Massif des Écrins,4102.0
Massiccio degli Écrins,4102.0
Pelvouxmassief,4102.0
Écrins,4102.0
Maciço dos Écrins,4102.0
President Range,3138.0
Qin Mountains,3767.0
Qin Ling,3767.0
Cordillera Qin,3767.0
Monts Qinling,3767.0
Monti Qin,3767.0
秦嶺山脈,3767.0
Qin Ling,3767.0
Qinling Shan,3767.0
Qinling,3767.0
Циньлин,3767.0
秦岭,3767.0
الأطلس الصحراوي,2236.0
Saharan Atlas,2236.0
Saharaatlas,2236.0
Atlas sahariano,2236.0
Atlas saharien,2236.0
Atlante Sahariano,2236.0
Atlas Saharyjski,2236.0
Сахарский Атлас,2236.0
撒哈拉阿特拉斯山脈,2236.0
Sawback Range,3235.0
Chaînon Sawback,3235.0
سلسلة الجبال العابرة للقارة القطبية الجنوبية,4528.0
Transantarctic Mountains,4528.0
Transantarktisches Gebirge,4528.0
Montañas Transantárticas,4528.0
Chaîne Transantarctique,4528.0
Monti Transantartici,4528.0
南極横断山脈,4528.0
Transantarctisch Gebergte,4528.0
Góry Transantarktyczne,4528.0
Montes Transantárticos,4528.0
Трансантарктические горы,4528.0
横贯南极山脉,4528.0
Učka,1396.0
Učka,1396.0
Učka,1396.0
Monte Maggiore (Croazia),1396.0
Učka,1396.0
Učka,1396.0
Учка,1396.0
Vienna Woods,893.0
Wienerwald,893.0
Bosques de Viena,893.0
Wienerwald,893.0
Selva Viennese,893.0
ウィーンの森,893.0
Wienerwald (gebied),893.0
Las Wiedeński,893.0
Венский Лес,893.0
维也纳森林,893.0
You Yangs,319.0
You Yangs,319.0
Ankogel Group,3360.0
Ankogelgruppe,3360.0
Gruppo dell'Ankogel,3360.0
Ankogelgroep,3360.0
Ankogelgruppe,3360.0
安科格爾山脈,3360.0
Bleicheröder Berge,460.8
Bleicherode Hills,460.8
Mittelmährische Karpaten,587.0
Karpaty Środkowomorawskie,587.0
Central Moravian Carpathians,587.0
Dinkelberg,536.2
Dinkelberg,536.2
Dinkelberg,536.2
Ebbegebirge,663.0
Ebbe Mountains,663.0
Glockner Group,3798.0
Glocknergruppe,3798.0
Gruppo del Glockner,3798.0
Glocknergruppe,3798.0
格洛克納山脈,3798.0
Granatspitze Group,3232.0
Granatspitzgruppe,3232.0
Gruppo del Granatspitze,3232.0
Granatspitzgruppe,3232.0
格拉納特山脈,3232.0
Hagengebirge (Neuguinea),3778.0
Hagen Mountains (New Guinea),3778.0
Korabgebirge,2764.0
Korab (góry),2764.0
科拉比山,2764.0
Korab,2764.0
Mainhardt Forest,586.4
Mainhardter Wald,586.4
Osterwald (Höhenzug),419.2
Osterwald (hills),419.2
Rehburger Berge,161.4
Rehburg Hills,161.4
Rottenmann and Wölz Tauern,2475.0
Rottenmanner und Wölzer Tauern,2475.0
Tauri di Wölz e di Rottenmann,2475.0
Rottenmanner und Wölzer Tauern,2475.0
Tauern de Rottenmann e de Wolz,2475.0
羅滕曼及韋爾茨陶恩山脈,2475.0
Seckau Tauern,2417.0
Seckauer Tauern,2417.0
Tauri di Seckau,2417.0
Seckauer Tauern,2417.0
Tauern de Seckau,2417.0
Steirisches Randgebirge,2184.0
Prealpes de Estiria,2184.0
Prealpi di Stiria,2184.0
Pré-Alpes da Estíria,2184.0
施蒂利亞州前阿爾卑斯山脈,2184.0
Styrian Prealps,2184.0
Venediger Group,3666.0
Venedigergruppe,3666.0
Gruppo del Venediger,3666.0
Venedigergruppe,3666.0
維內迪傑山脈,3666.0
Panachaiko,1926.0
Sierra de Aitana,1558.0
艾塔納山,1558.0
Aitana,1558.0
Berserker Range,604.0
Tschatkalgebirge,4503.0
Monti Chatkal,4503.0
Góry Czatkalskie,4503.0
Чаткальский хребет,4503.0
Chatkal Range,4503.0
Lizard Range,2360.0
Monts Meili Xue,6740.0
梅里雪山,6740.0
梅里雪山,6740.0
Meili Xue Shan,6740.0
Min Shan,5588.0
Monts Min,5588.0
Monti Min,5588.0
岷山山脈,5588.0
Min Shan,5588.0
Min Shan,5588.0
岷山,5588.0
Min Mountains,5588.0
Serranía de las Quinchas,1700.0
Parâng Mountains,2519.0
Parâng,2519.0
Sierra de las Minas,3015.0
Sierra de las Minas,3015.0
Sierra de las Minas,3015.0
Sierra de las Minas,3015.0
Sierra de las Minas,3015.0
拉斯米納斯山脈,3015.0
Karakoram,8611.0
قراقرم,8611.0
Karakorum (Gebirge),8611.0
Cordillera del Karakórum,8611.0
Karakoram,8611.0
Karakorum,8611.0
カラコルム山脈,8611.0
Karakoram,8611.0
Karakorum,8611.0
Caracórum,8611.0
Каракорум (горная система),8611.0
喀喇昆仑山脉,8611.0
Rwenzori Mountains,5109.0
جبال رونزوري,5109.0
Ruwenzori-Gebirge,5109.0
Montañas Rwenzori,5109.0
Rwenzori,5109.0
Ruwenzori,5109.0
ルウェンゾリ山地,5109.0
Rwenzori-gebergte,5109.0
Ruwenzori,5109.0
Montes Ruwenzori,5109.0
Рувензори,5109.0
鲁文佐里山脉,5109.0
Taunus,878.0
Taunus,878.0
Cordillera del Taunus,878.0
Taunus,878.0
Taunus,878.0
Taunus,878.0
Taunus,878.0
Таунус,878.0
陶努斯山,878.0
Tian Shan,7439.0
جبال تيان شان,7439.0
Tian Shan,7439.0
Tian Shan,7439.0
Monts Tian,7439.0
Tien Shan,7439.0
天山山脈,7439.0
Tiensjan,7439.0
Tienszan,7439.0
Tian Shan,7439.0
Тянь-Шань,7439.0
天山山脉,7439.0
Vosges,1424.0
جبال الفوج,1424.0
Vogesen,1424.0
Cordillera de los Vosgos,1424.0
Massif des Vosges,1424.0
Vosgi,1424.0
Vogezen (gebergte),1424.0
ヴォージュ山脈,1424.0
Wogezy,1424.0
Vosges,1424.0
Вогезы,1424.0
佛日山脈,1424.0
Abakan Range,1984.0
Abakangebirge,1984.0
Chaîne d'Abakan,1984.0
Abakangebergte,1984.0
Góry Abakańskie,1984.0
Montanhas de Abakan,1984.0
Абаканский хребет,1984.0
阿巴坎山,1984.0
Aberdare Range,3999.0
Aberdare Range,3999.0
Montes Aberdare,3999.0
Aberdare,3999.0
Monti Aberdare,3999.0
Góry Aberdare,3999.0
Montes Aberdare,3999.0
Абердэр (хребет),3999.0
阿伯德爾山脈,3999.0
Blouberg,2040.0
Blouberg (range),2040.0
Cabo Girão,580.0
Cabo Girão,580.0
Cabo Girão,580.0
Cap Girão,580.0
Cabo Girão,580.0
Cabo Girão,580.0
Four Brothers (mountain range),1618.0
Gamburzew-Gebirge,3400.0
Cordillera Gamburtsev,3400.0
Gamburtsev Mountain Range,3400.0
Gamburtsev,3400.0
Chaîne Gamburtsev,3400.0
ガンブルツェフ山脈,3400.0
Góry Gamburcewa,3400.0
Cordilheira de Gamburtsevs,3400.0
Горы Гамбурцева,3400.0
甘布尔泽夫山脉,3400.0
Illawarra escarpment,803.0
Changai-Gebirge,4031.0
Montañas Jangai,4031.0
Khangai Mountains,4031.0
Monts Khangaï,4031.0
Monti Khangai,4031.0
ハンガイ山脈,4031.0
Changaj,4031.0
Changaigebergte,4031.0
Хангай,4031.0
Montes Khangai,4031.0
杭爱山,4031.0
Chentii-Gebirge,2800.0
Khentii Mountains,2800.0
Monti Hėntij,2800.0
Monts Khentii,2800.0
ヘンティー山脈,2800.0
Chentej,2800.0
Hentigebergte,2800.0
Montanhas Khentii,2800.0
Хэнтэй,2800.0
肯特山,2800.0
Las Lomas (California),151.0
Moravian-Silesian Beskids,1323.0
Mährisch-Schlesische Beskiden,1323.0
Beskides moravo-silesios,1323.0
Beschidi Moravo-Slesiani,1323.0
Beskides moravo-silésiennes,1323.0
Beskid Śląsko-Morawski,1323.0
Моравско-Силезские Бескиды,1323.0
Puente Hills,424.0
Sarikolkette,6351.0
Cordillera Sarikol,6351.0
Chaînon Sarikol,6351.0
Monti Sarykol,6351.0
Sarikolgebergte,6351.0
Góry Sarykolskie,6351.0
Cordilheira Sarikol,6351.0
Сарыкольский хребет,6351.0
萨雷阔勒岭,6351.0
Sarikol Range,6351.0
Selenite Range,2511.0
Shale Hills,331.0
Silesian Beskids,1257.0
Schlesische Beskiden,1257.0
Beschidi Slesiani,1257.0
Silezische Beskiden,1257.0
Beskid Śląski,1257.0
Силезские Бескиды,1257.0
Vallecito Mountains,1630.0
Waterberg (Südafrika),1830.0
Waterberg Biosphere,1830.0
Riserva della biosfera del Waterberg,1830.0
Waterberg,1830.0
Waterberg,1830.0
Ватерберх (биосферный резерват),1830.0
亞里斯多德山脈,1650.0
Aristotle Mountains,1650.0
Arra Mountains,457.0
Cayoosh Range,2855.0
Imeon Range,2105.0
伊梅昂山脈,2105.0
Itcha Range,2375.0
Chaînon Itcha,2375.0
Kiso Mountains,2956.0
Kiso-Gebirge,2956.0
Cordillera Kiso,2956.0
Monts Kiso,2956.0
Monti Kiso,2956.0
木曽山脈,2956.0
Kisogebergte,2956.0
Góry Kiso,2956.0
Montanhas de Kiso,2956.0
Кисо (хребет),2956.0
木曾山脈,2956.0
Last Chance Range,2645.0
Last Chance Range,2645.0
Last Chance Range (Nevada),1454.0
Last Chance Range (Nevada),1454.0
Lipper Bergland,496.0
Lippe Uplands,496.0
Main Range (Snowy Mountains),2228.0
Main Range (Snowy Mountains),2228.0
Nan Ling,2142.0
Nanling Mountains,2142.0
南嶺山脈,2142.0
Zuid-Chinees Bergland,2142.0
Góry Południowochińskie,2142.0
Южно-Китайские горы,2142.0
南岭,2142.0
Sierra Blanca,1275.0
Sierra Blanca,1275.0
Sierra Blanca (Andalousie),1275.0
布蘭卡山脈 (安達魯西亞),1275.0
Sierra Blanca (Andalusia),1275.0
Sierra Norte de Sevilla (vino),960.0
諾特德塞維拉山脈,960.0
Sierra Norte de Sevilla,960.0
Titiwangsa Mountains,2183.0
Sankarakhiri,2183.0
Montañas Titiwangsa,2183.0
Monti Titiwangsa,2183.0
Monts Titiwangsa,2183.0
Титивангса,2183.0
蒂迪旺沙山脈,2183.0
Toby Glacier,3274.0
Vaca Mountains,859.0
Virtue Hills,1430.0
Boggeragh,643.0
Boggeragh Mountains,643.0
Partry,682.0
Partry Mountains,682.0
Slieve Aughty,400.0
Arakan-Joma-Gebirge,3094.0
Arakan Mountains,3094.0
Cordillera Arakan,3094.0
Chaîne de l'Arakan,3094.0
Monti Arakan,3094.0
アラカン山脈,3094.0
Arakangebergte,3094.0
Góry Arakańskie,3094.0
Ракхайн (хребет),3094.0
若开山脉,3094.0
Box Springs Mountains,939.0
Cordillera de Talamanca,3820.0
Cordillera de Talamanca,3820.0
Cordillera de Talamanca,3820.0
Cordigliera di Talamanca,3820.0
Cordillère de Talamanca,3820.0
タラマンカ山脈,3820.0
Cordillera de Talamanca,3820.0
Cordillera de Talamanca,3820.0
塔拉曼卡山脉,3820.0
Daxue Mountains,7556.0
Daxue Shan,7556.0
Monti Daxue,7556.0
大雪山脈,7556.0
Daxue Shan,7556.0
大雪山山脉,7556.0
Dorrigo Plateau,1437.0
McPherson Range,1359.0
McPherson Range,1359.0
Cadena McPherson,1359.0
Chaîne McPherson,1359.0
Мак-Ферсон (хребет),1359.0
Monte Rosa,4634.0
Monte Rosa,4634.0
Macizo del Monte Rosa,4634.0
Mont Rose,4634.0
Monte Rosa,4634.0
モンテ・ローザ,4634.0
Monte Rosa,4634.0
Monte Rosa,4634.0
Maciço do Monte Rosa,4634.0
Монте-Роза,4634.0
罗莎峰,4634.0
Queen Louise Land,2364.0
Rosecrans Hills,71.0
Bismarckgebirge,4509.0
Bismarck Range,4509.0
Cordillera de Bismarck,4509.0
Monts Bismarck,4509.0
Monti Bismarck,4509.0
ビスマーク山脈,4509.0
Góry Bismarcka,4509.0
Горы Бисмарка,4509.0
Cordilheira Bismarck,4509.0
俾斯麦山脉,4509.0
Conger Range,1542.0
Cordillera Domeyko,4278.0
Cordillera Domeyko,4278.0
Cordigliera Domeyko,4278.0
Cordillera Domeyko,4278.0
Góry Domeyki,4278.0
Cordilheira de Domeyko,4278.0
Кордильера-Домейко,4278.0
多梅科山脈,4278.0
Gabilan Range,1053.0
Chaînon Gabilan,1053.0
Horse Range (California),2168.0
Horse Range (Nevada),2322.0
Horse Range (Oregon),610.0
Kamiesbergen,1706.0
Kamiesberge,1706.0
Poßruck,1052.0
Kozjak (góry w Słowenii),1052.0
Kozjak Mountains,1052.0
McIlwraith Range,824.0
McIlwraith Range,824.0
Pleito Hills,1406.0
Ruschankette,6083.0
Chaînon Rushan,6083.0
Ruszon (góry),6083.0
Rushan Range,6083.0
Рушанский хребет,6083.0
Sierra de Juárez (Oaxaca),3250.0
Sierra Juárez,3250.0
"Sierra Juárez, Oaxaca",3250.0
Suva Planina,1810.0
Suva Planina,1810.0
Suva planina,1810.0
Suva Planina,1810.0
Sweitzer Hills,180.0
Serafschankette,5489.0
Monts Zeravchan,5489.0
Monti Zeravshan,5489.0
Zarafshon,5489.0
Góry Zarafszańskie,5489.0
Зеравшанский хребет,5489.0
Zarafshan Range,5489.0
Kettle River Range,2176.0
Sierra de Chinajá,838.0
Sierra de Chinajá,838.0
奇納哈山脈,838.0
Yatsugatake Mountains,2899.0
Monts Yatsugatake,2899.0
八ヶ岳連峰,2899.0
Appenzell Alps,2502.0
جبال الألب أبينزيل,2502.0
Appenzeller Alpen,2502.0
Prealpes appenzelleses,2502.0
Préalpes appenzelloises,2502.0
Prealpi di Appenzello e di San Gallo,2502.0
Appenzeller Alpen,2502.0
Pré-Alpes de Appenzell e de São Galo,2502.0
Аппенцелльские Альпы,2502.0
阿彭策爾阿爾卑斯山脈,2502.0
جبال الألب شابلايس,3257.0
Massif du Chablais,3257.0
Prealpi dello Sciablese,3257.0
Masyw Chablais,3257.0
Chablais Alps,3257.0
Maciço do Chablais,3257.0
沙布萊阿爾卑斯山脈,3257.0
Prealpes del Delfinado,2790.0
Prealpi del Delfinato,2790.0
Préalpes du Dauphiné,2790.0
Pré-Alpes do Delfinado,2790.0
多芬前阿爾卑斯山脈,2790.0
Dauphiné Prealps,2790.0
Emmental Alps,2350.0
جبال الألب إيمينتال,2350.0
Emmentaler Alpen,2350.0
埃曼塔山脈,2350.0
Ligurian Alps,2651.0
Ligurische Alpen,2651.0
Alpes ligures,2651.0
Alpes ligures,2651.0
Alpi Liguri,2651.0
Ligurische Alpen,2651.0
Alpy Liguryjskie,2651.0
Лигурийские Альпы,2651.0
Alpes Ligures,2651.0
利古里亞阿爾卑斯山脈,2651.0
جبال الألب لوغانو,2245.0
Luganer Voralpen (SOIUSA),2245.0
Prealpes de Lugano,2245.0
Prealpi Luganesi,2245.0
Prealpi Luganesi,2245.0
Pré-Alpes Luganeses,2245.0
盧加諾前阿爾卑斯山脈,2245.0
Lugano Prealps,2245.0
Provenzalische Alpen und Voralpen,2961.0
Alpes y Prealpes de Provenza,2961.0
Alpi e Prealpi di Provenza,2961.0
Alpes e Pré-Alpes da Provença,2961.0
普羅旺斯阿爾卑斯山脈,2961.0
Provence Alps and Prealps,2961.0
Savoyer Voralpen,3257.0
Prealpes de Saboya,3257.0
Prealpi di Savoia,3257.0
Préalpes de Savoie,3257.0
Pré-Alpes da Saboia,3257.0
薩沃伊前阿爾卑斯山脈,3257.0
Savoy Prealps,3257.0
Serra del Cadí,2648.0
Sierra del Cadí,2648.0
Serra del Cadí,2648.0
Serra del Cadí,2648.0
卡迪山脈,2648.0
Serra del Cadí,2648.0
جبال الألب أوري,3630.0
Urner Alpen,3630.0
Alpes uraneses,3630.0
Alpes uranaises,3630.0
Alpi Urane,3630.0
Uri Alps,3630.0
Alpy Urneńskie,3630.0
Alpes Uraneses,3630.0
烏里阿爾卑斯山脈,3630.0
Western Carpathians,2655.0
Westkarpaten,2655.0
Cárpatos occidentales,2655.0
Carpazi Occidentali,2655.0
Karpaty Zachodnie,2655.0
Западные Карпаты,2655.0
西喀爾巴阡山脈,2655.0
Westliche Rätische Alpen,4049.0
Alpes Réticos occidentales,4049.0
Alpi Retiche occidentali,4049.0
Alpes Réticos ocidentais,4049.0
西里申阿爾卑斯山脈,4049.0
Western Rhaetian Alps,4049.0
Adamello-Presanella-Alpen,3558.0
Adamello-Presanella Alps,3558.0
Adamello-Presanella,3558.0
Adamello-Presanella,3558.0
Alpi dell'Adamello e della Presanella,3558.0
Alpi dell'Adamello e della Presanella,3558.0
Alpes de Adamello e de Presanella,3558.0
阿達梅洛-普雷薩內拉阿爾卑斯山脈,3558.0
Annieopsquotch Mountains,687.0
Annieopsquotch Mountains,687.0
Arrow Canyon Range,1219.0
Bergamasker Alpen,3052.0
Bergamasque Alps,3052.0
Alpes bergamasques,3052.0
Alpi Orobie,3052.0
Bergamasker Alpen,3052.0
Alpy Bergamskie,3052.0
Alpes de Orobie,3052.0
Бергамские Альпы,3052.0
貝爾加莫阿爾卑斯山脈,3052.0
Chic-Choc Mountains,1268.0
Monts Chic-Chocs,1268.0
Montes Chic-Chocs,1268.0
Monts Chic-Chocs,1268.0
Chic-Choc,1268.0
Dângrêk Mountains,753.0
Dongrek-Gebirge,753.0
Montes Dangrek,753.0
Monti Dângrêk,753.0
Monts Dângrêk,753.0
ダンレク山地,753.0
Dongrekbergen,753.0
Chuŏr Phnum Dângrêk,753.0
Montes Dângrêk,753.0
Дангрэк,753.0
扁擔山脈,753.0
Kaumajet Mountains,1300.0
Lake Range,2494.0
جبال الألب ليفينغو,3439.0
Livigno-Alpen,3439.0
Livigno Alps,3439.0
Chaîne de Livigno,3439.0
Alpi di Livigno,3439.0
Alpi di Livigno,3439.0
Alpes de Livigno,3439.0
利維尼奧阿爾卑斯山脈,3439.0
Los Buellis Hills,602.0
Lushai Hills,2157.0
Mizo Hills,2157.0
Colline Mizo,2157.0
盧賽丘陵,2157.0
MacDonnell Ranges,1531.0
MacDonnell Ranges,1531.0
Cordillera MacDonnell,1531.0
Monts MacDonnell,1531.0
MacDonnellgebergte,1531.0
マクドネル山脈,1531.0
Góry Macdonnella,1531.0
Мак-Доннелл (хребет),1531.0
麦克唐奈尔山脉,1531.0
Monteregian Hills,1105.0
Montérégie-Hügel,1105.0
Colinas de Montérégie,1105.0
Collines Montérégiennes,1105.0
Collines Montérégiennes,1105.0
Montérégie-heuvels,1105.0
Collines Montérégiennes,1105.0
جبال الألب أوبيرهالبشتين,3386.0
Oberhalbsteiner Alpen,3386.0
Oberhalbstein Alps,3386.0
Chaîne de l'Oberhalbstein,3386.0
Alpi del Platta,3386.0
Oberhalbsteiner Alpen,3386.0
Alpes de Platta,3386.0
上哈爾布施泰因阿爾卑斯山脈,3386.0
Ortler Alps,3905.0
جبال الألب أورتلير,3905.0
Ortler-Alpen,3905.0
Ortles-Cevedale,3905.0
Gruppo Ortles-Cevedale,3905.0
Massif de l'Ortles,3905.0
Ortlergroep,3905.0
Gruppo Ortles-Cevedale,3905.0
Ортлер (горный массив),3905.0
奧特勒阿爾卑斯山脈,3905.0
Patkai,3826.0
Patkai,3826.0
Patkai,3826.0
Patkai,3826.0
Patkaj,3826.0
Patkaigebergte,3826.0
Patkai,3826.0
帕凯山,3826.0
جبال الألب بليسور,2985.0
Plessuralpen,2985.0
Plessur Alps,2985.0
Chaîne de Plessur,2985.0
Alpi del Plessur,2985.0
Plessur,2985.0
Alpes de Plessur,2985.0
普萊蘇爾阿爾卑斯山脈,2985.0
Rolwaling Himal,7181.0
Rolwaling Himal,7181.0
جبال الألب سيسفيينا,3221.0
Sesvennagruppe,3221.0
Sesvenna Alps,3221.0
Chaîne de Sesvenna,3221.0
Alpi della Val Müstair,3221.0
Sesvennagroep,3221.0
Sesvennagruppe,3221.0
Alpes de Val Mustair,3221.0
塞斯文納山脈,3221.0
Siebengebirge,460.0
Siebengebirge,460.0
Siebengebirge,460.0
Siebengebirge,460.0
Zevengebergte,460.0
Siedmiogórze,460.0
Зибенгебирге,460.0
Sikhote-Alin,2090.0
سيخوت ألين,2090.0
Sichote-Alin,2090.0
Sijoté-Alín,2090.0
Sikhote-Aline,2090.0
Sichotė-Alin',2090.0
シホテアリニ山脈,2090.0
Sichote-Alin,2090.0
Sichote-Aliń,2090.0
Сихотэ-Алинь,2090.0
Sijote-Alín,2090.0
锡霍特山脉,2090.0
Trans-Alay Range,7134.0
Transalaigebirge,7134.0
Chaînon Trans-Alaï,7134.0
Transalaj,7134.0
Góry Zaałajskie,7134.0
Заалайский хребет,7134.0
外阿赖山,7134.0
Virginia Mountains,2659.0
West Coast Range,1275.0
West Coast Range,1275.0
Zillertal Alps,3510.0
Zillertaler Alpen,3510.0
Alpes de Zillertal,3510.0
Alpi della Zillertal,3510.0
Zillertaler Alpen,3510.0
Alpy Zillertalskie,3510.0
Циллертальские Альпы,3510.0
Alpes de Zillertal,3510.0
齊勒塔爾阿爾卑斯山脈,3510.0
Academy of Sciences Range,7495.0
Kette der Akademie der Wissenschaften,7495.0
Montes de la Academia de Ciencias,7495.0
Chaînon de l'Académie des Sciences,7495.0
Góry Akademii Nauk,7495.0
Хребет Академии Наук,7495.0
Bieszczady,1405.0
Bieszczady Mountains,1405.0
Bieszczady,1405.0
Bieszczady,1405.0
Bieszczady,1405.0
Бещады,1405.0
Columbia Mountains,3519.0
Columbia Mountains,3519.0
Montañas Columbia,3519.0
Chaîne Columbia,3519.0
Monti Columbia,3519.0
Columbia Mountains,3519.0
Columbia Mountains,3519.0
Колумбия (горы),3519.0
哥倫比亞山脈 (北美洲),3519.0
Dead Mountains,1097.0
Dong Phaya Yen Mountains,1167.0
مجمع دونغ فايايين كاو ياي الحرجي,1167.0
Dong Phaya Yen,1167.0
Montañas de Dong Phayayen,1167.0
Montagnes de Dong Phaya Yen,1167.0
Dong Phayayen,1167.0
ドンパヤーイェン-カオヤイ森林地帯,1167.0
Донгфаяйен,1167.0
Filefjell,1920.0
Filefjell,1920.0
Lusatian Mountains,793.0
جبال لوساتيا,793.0
Lausitzer Gebirge,793.0
Monti lusaziani,793.0
Monts de Lusace,793.0
Góry Łużyckie,793.0
Montes Lusácios,793.0
Лужицкие горы,793.0
Javorník-Gebirge,1071.0
Maple Mountains,1071.0
Javorníky,1071.0
Monts Javorník,1071.0
Jaworniki,1071.0
Яворники,1071.0
Monashee Mountains,3274.0
Monashee Mountains,3274.0
Chaîne Monashee,3274.0
Monti Monashee,3274.0
Monashee Mountains,3274.0
Монаши (хребет),3274.0
莫納希山脈,3274.0
Ramshead Range,2178.0
Tanzawa-Bergland,1673.0
Tanzawa Mountains,1673.0
Monts Tanzawa,1673.0
丹沢山地,1673.0
Totes Gebirge,2515.0
Totes Gebirge,2515.0
Massif mort,2515.0
Monti Totes,2515.0
Totes Gebirge,2515.0
Montes Totes,2515.0
Western Tatras,2248.4
Westtatra,2248.4
Tatras Occidentales,2248.4
Tatras occidentales,2248.4
Tatra Occidentali,2248.4
Westelijke Tatra,2248.4
Tatry Zachodnie,2248.4
Западные Татры,2248.4
西塔特拉山,2248.4
Ith,439.0
Ith,439.0
Ith,439.0
Solling,527.8
Solling,527.8
Solling,527.8
Solling,527.8
Bukovské vrchy,1221.0
Monti Bukovec,1221.0
Bukovec Mountains,1221.0
Bieszczady Zachodnie,1221.0
Bukovské Vrchy,1221.0
Буковске-Врхи,1221.0
Byam Martin Mountains,1951.0
Fatra-Tatra Area,2655.0
Фатранско-Татранская область,2655.0
Nandewar Range,1508.0
Nandewar Range,1508.0
Okstindan,1916.0
Okstindan,1916.0
Okstindan,1916.0
Princess Margaret Range,2210.0
Vanoise-Massiv,3855.0
Massif de la Vanoise,3855.0
Massiccio della Vanoise,3855.0
Vanoise,3855.0
Vanoise massif,3855.0
Vanoise,3855.0
Maciço da Vanoise,3855.0
Alter Stolberg,357.7
Alter Stolberg,357.7
Cuchilla Grande,513.66
Cuchilla Grande (Uruguay),513.66
Cuchilla Grande,513.66
Cordilheira Grande (Uruguai),513.66
Кучилья-Гранде,513.66
Cuchilla Grande,513.66
Daumengruppe,2280.0
Daumengruppe,2280.0
Daumengruppe,2280.0
Daumen Group,2280.0
Thaya-Schwarza-Talsenke,355.0
Dyje–Svratka Valley,355.0
Harly-Wald,255.9
Harly Forest,255.9
Haßberge,512.2
Haßberge,512.2
Haßberge Hills,512.2
Hochschwabgruppe,2277.0
Massif du Hochschwab,2277.0
Gruppo dell'Hochschwab,2277.0
Hochschwabgruppe,2277.0
上施瓦布山脈,2277.0
Hochschwab Mountains,2277.0
Hundsheimer Berge,481.0
Wzgórza Hainburskie,481.0
Хундсхаймер-Берге,481.0
Hundsheimer Berge,481.0
Kirgisisches Gebirge,4855.0
Alatau kirghiso,4855.0
Góry Kirgiskie,4855.0
Киргизский хребет,4855.0
Kyrgyz Ala-Too Range,4855.0
Lennegebirge,656.0
Lenne Mountains,656.0
Mürzsteg Alps,1981.0
Mürzsteger Alpen,1981.0
Alpes de Mürzsteg,1981.0
Alpi di Mürzsteg,1981.0
Mürzsteger Alpen,1981.0
米爾茨施泰格阿爾卑斯山脈,1981.0
Rammert,590.0
Rammert,590.0
Reißeckgruppe,2965.0
Reisseck Group,2965.0
Rüdigsdorfer Schweiz,350.1
Rüdigsdorf Switzerland,350.1
Sieben Berge (Höhenzug),395.0
Sieben Berge,395.0
