http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/weight
Bruna Genovese,50000.0
Bruna Genovese,50000.0
Bruna Genovese,50000.0
Bryan Rust,87091.2
Bryan Rust,87091.2
"Раст, Брайан",87091.2
Bryan Rust,87091.2
Bryan Smithson,79833.6
Bryan Wilson (sport shooter),100000.0
Budge Pountney,97000.0
Budge Pountney,97000.0
Budge Pountney,97000.0
Buster Brown (Canadian football),95256.0
كاميرون بيرستو,113400.0
Cameron Bairstow,113400.0
Cameron Bairstow,113400.0
Cameron Bairstow,113400.0
キャメロン・ベアストウ,113400.0
Cameron Bairstow,113400.0
Cameron Bairstow,113400.0
"Бэйрстоу, Кэмерон",113400.0
卡梅隆·巴爾斯托,113400.0
Cameron Bairstow,113400.0
Cameron Smedley,74844.0
Candi Devine,57607.2
Carl Vereen,112039.0
Caryn Mower,56700.0
Cassian Delsar,82101.6
Cassian Delsar,82101.6
Chantelle Anderson,87091.2
Chantelle Anderson,87091.2
Charles Keating III,81194.4
Boomer Nicholl,92500.0
Charles Nicholl,92500.0
Charles Scott (American football),109771.0
Chen Ding,62000.0
Chen Ding,62000.0
Chen Ding,62000.0
Chen Ding,62000.0
陳定,62000.0
Chen Ding,62000.0
Chen Ding,62000.0
Chen Ding,62000.0
Чэнь Дин,62000.0
陈定,62000.0
Chen Ding,62000.0
Cherry (wrestler),58968.0
Kara Drew,58968.0
Cherry (wrestler),58968.0
Kara Drew,58968.0
カラ・ドリュー,58968.0
Kara Drew,58968.0
Kara Drew,58968.0
Черри (реслер),58968.0
Cheryl Ford,88452.0
Cheryl Ford,88452.0
Cheryl Ford,88452.0
Cheryl Ford,88452.0
Cheryl Ford,88452.0
Cheryl Ford,88452.0
"Форд, Шерил",88452.0
Cheryl Miller (Basketballspielerin),81648.0
Cheryl Miller,81648.0
Cheryl Miller,81648.0
Cheryl Miller (basket-ball),81648.0
Cheryl Miller,81648.0
Cheryl Miller,81648.0
Cheryl Miller,81648.0
"Миллер, Шерил",81648.0
Chetan Anand Buradagunta,73483.2
Chetan Anand (badminton),73483.2
Chloe Esposito,55000.0
Chloe Esposito,55000.0
Chloe Esposito,55000.0
Chloe Esposito,55000.0
"Эспозито, Хлои",55000.0
克洛伊·埃斯波西托,55000.0
Chloe Esposito,55000.0
Chris Jefferies,104328.0
Chris Jefferies,104328.0
Chris Jefferies,104328.0
Chris Jefferies,104328.0
克里斯·杰弗里斯,104328.0
Chris Latham (rugby union),99000.0
Chris Latham (Rugbyspieler),99000.0
Chris Latham,99000.0
Chris Latham,99000.0
Chris Latham,99000.0
クリス・レイサム (ラグビー選手),99000.0
Chris Lofton,88452.0
Chris Lofton,88452.0
Chris Lofton,88452.0
Chris Lofton,88452.0
Chris Warren,88452.0
Chris Warren (cestista),88452.0
"Chris Warren (basket-ball, 1981)",88452.0
"Chris Warren (basketball, born 1981)",88452.0
"Chris Warren (basket-ball, 1988)",76204.8
"Chris Warren (basketball, born 1988)",76204.8
Christie Ricci,72576.0
كريستوفر مكناوغتون,109771.0
Christopher McNaughton,109771.0
Christopher McNaughton,109771.0
Christopher McNaughton,109771.0
Christopher McNaughton,109771.0
Christopher McNaughton,109771.0
Christy O'Connor Snr,92080.8
Christy O'Connor sr.,92080.8
Clarke Wilm,91627.2
Clarke Wilm,91627.2
Claudia Ríos,54000.0
Clive Walford,117029.0
Clive Walford,117029.0
Corey Schwab,81648.0
Corey Schwab,81648.0
Corey Schwab,81648.0
Corey Williams (American football),145152.0
كوري وليامز (لاعب كرة سلة مواليد 1970),86184.0
Corey Williams,86184.0
"Corey Williams (basketball, born 1970)",86184.0
Corey Williams (cestista 1970),86184.0
"Corey Williams (basket-ball, 1970)",86184.0
"Уильямс, Кори",86184.0
"Corey Williams (basketball, born 1977)",86184.0
Corné Krige,102000.0
Corné Krige,102000.0
Corné Krige,102000.0
"Криге, Корне",102000.0
Courtney Mathewson,69000.0
Courtney Mathewson,69000.0
Courtney Mathewson,69000.0
Courtney Mathewson,69000.0
Courtney Mathewson,69000.0
Courtney Mathewson,69000.0
Courtney Mathewson,69000.0
Craig Adams (ice hockey),90720.0
Craig Adams,90720.0
Craig Adams (hockey sur glace),90720.0
Craig Adams (hockeista su ghiaccio),90720.0
"Адамс, Крэйг",90720.0
Craig Stapleton (rugby league),107955.0
Csaba Kuzma,81000.0
Cyrille Diabaté,92988.0
シリル・ディアバテ,92988.0
Cyrille Diabaté,92988.0
Cyrille Diabaté,92988.0
"Дьябате, Сириль",92988.0
Cyrille Monnerais,70000.0
Cyrille Monnerais,70000.0
Cyrille Monnerais,70000.0
Cyrille Monnerais,70000.0
Cyrille Monnerais,70000.0
دي أنجيلو راسل,88452.0
D’Angelo Russell,88452.0
D'Angelo Russell,88452.0
D'Angelo Russell,88452.0
D'Angelo Russell,88452.0
デアンジェロ・ラッセル,88452.0
D’Angelo Russell,88452.0
"Расселл, Д’Анджело",88452.0
德安杰洛·拉塞尔,88452.0
D'Angelo Russell,88452.0
دي جاي ستروبري,93895.2
D. J. Strawberry,93895.2
D.J. Strawberry,93895.2
D.J. Strawberry,93895.2
D.J. Strawberry,93895.2
D.J. Strawberry,93895.2
D·J·斯塔比雷,93895.2
داميانو كونجو,58000.0
Damiano Cunego,58000.0
Damiano Cunego,58000.0
Damiano Cunego,58000.0
Damiano Cunego,58000.0
Damiano Cunego,58000.0
ダミアーノ・クネゴ,58000.0
Damiano Cunego,58000.0
Damiano Cunego,58000.0
Damiano Cunego,58000.0
"Кунего, Дамиано",58000.0
Damien Fitzpatrick,106000.0
داميان جودين,79000.0
Damien Gaudin,79000.0
Damien Gaudin,79000.0
Damien Gaudin,79000.0
Damien Gaudin,79000.0
Damien Gaudin,79000.0
ダミアン・ゴダン,79000.0
Damien Gaudin,79000.0
Damien Gaudin,79000.0
Damien Gaudin,79000.0
Damián 666,101000.0
Damián 666,101000.0
ダミアン666,101000.0
Dan Cloutier,88452.0
Dan Cloutier,88452.0
Dan Cloutier,88452.0
"Клотье, Дэн",88452.0
Dan Issel,106596.0
Dan Issel,106596.0
Dan Issel,106596.0
Dan Issel,106596.0
Dan Issel,106596.0
ダン・イッセル,106596.0
Dan Issel,106596.0
"Иссл, Дэн",106596.0
丹·伊塞尔,106596.0
Dan O'Sullivan,113400.0
Dan O'Sullivan,113400.0
Dan O'Sullivan,113400.0
Dan Parks,91000.0
Dan Parks,91000.0
Dan Parks,91000.0
Dan Parks,91000.0
Dan Parks,91000.0
Dan Parks,91000.0
丹·帕克斯,91000.0
Dana Quigley,86184.0
Daniel Gauthier,87091.2
Daniel Gauthier,87091.2
Daniel Quirk,68493.6
Daniel Smith (rugby league),107000.0
Daniel Smith (natation),83000.0
Daniel Smith,83000.0
Daniel Smith (swimmer),83000.0
Danijel Furtula,115000.0
Danijel Furtula,115000.0
Danijel Furtula,115000.0
Danijel Furtula,115000.0
Danijel Kovačič,71215.2
Danijel Kovacic,71215.2
Danijel Šarić,92000.0
دانيلو نابوليتانو,81000.0
Danilo Napolitano,81000.0
Danilo Napolitano,81000.0
Danilo Napolitano,81000.0
Danilo Napolitano,81000.0
Danilo Napolitano,81000.0
Danilo Napolitano,81000.0
ダニーロ・ナポリターノ,81000.0
Danilo Napolitano,81000.0
Danilo Napolitano,81000.0
"Наполитано, Данило",81000.0
هيلمان دارنيل,97524.0
Darnell Hillman,97524.0
Darnell Hillman,97524.0
Darnell Hillman,97524.0
Darnell Hillman,97524.0
达内尔·希尔曼,97524.0
دارين كوليسون,79380.0
Darren Collison,79380.0
Darren Collison,79380.0
Darren Collison,79380.0
Darren Collison,79380.0
Darren Collison,79380.0
ダレン・コリソン,79380.0
Darren Collison,79380.0
"Коллисон, Даррен",79380.0
达伦·科里森,79380.0
Darren Lockyer,84000.0
Darren Lockyer,84000.0
Darren Lockyer,84000.0
Darren McCarty,99338.4
Darren McCarty,99338.4
Darren McCarty,99338.4
دارين نغ,77112.0
Darren Ng,77112.0
Darren Pang,70308.0
Darren Pang,70308.0
Darren Pang,70308.0
Darren Rumble,95256.0
Darren Rumble (ice hockey),95256.0
Darren Rumble,95256.0
Darren Sharper,99792.0
Darren Sharper,99792.0
Darren Sharper,99792.0
Darren Sharper,99792.0
Darren Sharper,99792.0
Darren Smith (rugby league),102000.0
Darren Smith,102000.0
Darren Turcotte,86184.0
Darren Turcotte,86184.0
Darren Turcotte,86184.0
DASH・チサコ,56000.0
Dash Chisako,56000.0
Daniel Wheeler,100699.0
Dash Wilder,100699.0
Dash Wilder,100699.0
ダニエル・ウィーラー,100699.0
Dash Wilder,100699.0
Dash Wilder,100699.0
Dash Wilder,100699.0
Dave Clancy,77565.6
Dave Lougheed,91000.0
Dave Lougheed,91000.0
Dave Williams (rugby league),112000.0
Dave Wohl,83916.0
Dave Wohl,83916.0
Dave Wohl,83916.0
Dave Wohl,83916.0
David Barnes,112000.0
David Barnes (rugby union),112000.0
David Carter (field hockey),79000.0
David Clarke (Eishockeyspieler),90720.0
David Clarke (ice hockey),90720.0
David Clarke,90720.0
David Clarke,90720.0
David Dickson (swimmer),76000.0
David Dickson,76000.0
David Dickson,76000.0
David Freeman (athlete),59000.0
David Gillespie,95000.0
David Hale,99792.0
David Hale (ice hockey),99792.0
David Hale (hockey sur glace),99792.0
David Hale,99792.0
"Хэйл, Дэвид",99792.0
David Holston,72576.0
David Holston,72576.0
David Holston,72576.0
David Holston,72576.0
David Ishii,80000.0
デビッド・イシイ,80000.0
David Kirk,73000.0
David Kirk,73000.0
David Kirk,73000.0
David Kirk,73000.0
David Kirk,73000.0
David Kirk,73000.0
David Kool,90720.0
David Kudla,104782.0
David Littman (ice hockey),88452.0
David Schneider (ice hockey),86184.0
ديفيد وست,113400.0
David West (Basketballspieler),113400.0
David West (basketball),113400.0
David West,113400.0
David West,113400.0
David West,113400.0
デイビッド・ウェスト (バスケットボール),113400.0
David West,113400.0
"Уэст, Дэвид",113400.0
大衛·威斯特 (籃球),113400.0
ديفيد وود (كرة سلة),102967.0
David Wood (basketball),102967.0
David Leroy Wood,102967.0
David Wood,102967.0
David Wood (basket-ball),102967.0
Dean Young (rugby league),103000.0
Dean Young,103000.0
Deanna Nolan,65318.4
Deanna Nolan,65318.4
Deanna Nolan,65318.4
Deanna Nolan,65318.4
Deanna Nolan,65318.4
"Нолан, Деанна",65318.4
Delta (wrestler),80000.0
Denis Arkhipov,96616.8
Denis Michailowitsch Archipow,96616.8
Denis Arkhipov,96616.8
Dienis Archipow,96616.8
"Архипов, Денис Михайлович",96616.8
Denis Gauthier,102060.0
Denis Gauthier,102060.0
Denis Gauthier,102060.0
"Готье, Дени (хоккеист)",102060.0
Denis O'Sullivan (golfer),93000.0
Denis O'Sullivan,93000.0
Dennis Smith Jr.,88452.0
Denys Jurtschenko,75000.0
Denys Yurchenko,75000.0
Denys Yurchenko,75000.0
Denys Jurčenko,75000.0
デニス・ユルチェンコ,75000.0
Denys Jurczenko,75000.0
"Юрченко, Денис Сергеевич",75000.0
Denzel Bowles,115668.0
Derek Roy,83462.4
Derek Roy,83462.4
Derek Roy,83462.4
"Рой, Дерек",83462.4
Derek Smith (basketball),92988.0
Derek Smith,92988.0
Derek Smith,92988.0
Derek Smith (basket-ball),92988.0
"Derek Smith (ice hockey, born 1954)",81648.0
"Derek Smith (Eishockeyspieler, 1984)",90720.0
"Derek Smith (hockey sur glace, 1984)",90720.0
"Derek Smith (ice hockey, born 1984)",90720.0
Derek Smith (linebacker),108864.0
Dmitry Arkhipov,98884.8
Dmitri Olegowitsch Malzew,89812.8
"Мальцев, Дмитрий Олегович",89812.8
Dmitry Maltsev,89812.8
Dominik Nerz,67000.0
Dominik Nerz,67000.0
Dominik Nerz,67000.0
Dominik Nerz,67000.0
ドミニク・ネルツ,67000.0
Dominik Nerz,67000.0
Dominik Nerz,67000.0
Dominik Nerz,67000.0
Dominik Nerz,67000.0
Doug Brown (gridiron football),131544.0
Doug Brown,83916.0
Doug Brown (ice hockey),83916.0
Douglas Brown,83916.0
Duane Rupp,88452.0
Dustin Poirier,70308.0
Dustin Poirier,70308.0
Dustin Poirier,70308.0
ダスティン・ポイエー,70308.0
Dustin Poirier,70308.0
Dustin Poirier,70308.0
Dusty Collins,95256.0
Dusty Collins,95256.0
Earl Witte,85276.8
Eduardo Piccinini,72000.0
Eduardo Piccinini,72000.0
Eduardo Piccinini,72000.0
Ell Roberson,92988.0
إلفيرا خاسيانوفا,57000.0
Elwira Ramilewna Chasjanowa,57000.0
Elvira Khasyanova,57000.0
Elwira Chasianowa,57000.0
"Хасянова, Эльвира Рамилевна",57000.0
Elvira Khasyanova,57000.0
Elvira Khasyanova,57000.0
Emma Johnson (swimmer),72000.0
Emma Johnson,72000.0
"Джонсон, Эмма",72000.0
Eric Anderson (basketball),99792.0
Eric Anderson,99792.0
Eric Anderson,99792.0
埃里克·安德森,99792.0
Eric Anderson (rugby union),94000.0
اريك ليمينغ,88000.0
Eric Lemming,88000.0
Eric Lemming,88000.0
Eric Lemming,88000.0
Eric Lemming,88000.0
Eric Lemming,88000.0
エリック・レミング,88000.0
Eric Lemming,88000.0
Eric Lemming,88000.0
Eric Lemming,88000.0
"Лемминг, Эрик",88000.0
Ethel Smith (Leichtathletin),54000.0
Ethel Smith (athlete),54000.0
Ethel Smith,54000.0
Ethel Smith (atleta),54000.0
エセル・スミス,54000.0
Ethel Smith,54000.0
Ethel Smith,54000.0
Eulalio Ríos Alemán,75000.0
Eulalio Ríos Alemán,75000.0
Evan O'Hanlon,78000.0
Farrell Funston,94348.8
Feike de Vries,80000.0
Feike de Vries,80000.0
Fernando Pisani,92988.0
Fernando Pisani,92988.0
Fernando Pisani,92988.0
Filiberto Rivera,79380.0
Filiberto Rivera,79380.0
Filiberto Rivera,79380.0
Filiberto Rivera,79380.0
Firat Ezel Filiz,100000.0
فلويد لانديس,68000.0
Floyd Landis,68000.0
Floyd Landis,68000.0
Floyd Landis,68000.0
Floyd Landis,68000.0
Floyd Landis,68000.0
フロイド・ランディス,68000.0
Floyd Landis,68000.0
Floyd Landis,68000.0
Floyd Landis,68000.0
"Лэндис, Флойд",68000.0
弗洛伊德·兰迪斯,68000.0
Franck Piccard,70000.0
Franck Piccard,70000.0
Franck Piccard,70000.0
Franck Piccard,70000.0
Franck Piccard,70000.0
Franck Piccard,70000.0
"Пиккар, Франк",70000.0
Francois Uys,112000.0
Frank Foss,66000.0
Frank Foss (athlete),66000.0
Frank Foss,66000.0
Frank Foss,66000.0
フランク・フォス,66000.0
Frank Foss,66000.0
Frank Foss,66000.0
Frank Foss,66000.0
"Фосс, Фрэнк",66000.0
فرانك جونسون (كرة سلة),83916.0
Frank Johnson (basketball),83916.0
Frank Johnson,83916.0
Frank Johnson,83916.0
Frank Johnson,83916.0
Frank Johnson (koszykarz),83916.0
Frank Johnson,83916.0
弗兰克·约翰逊,83916.0
Fred Miller,89000.0
Fred Miller (rugby player),89000.0
Fred Scolari,81648.0
Fred Scolari,81648.0
Fred Scolari,81648.0
Fred Scolari,81648.0
Fred Scolari,81648.0
"Сколари, Фред",81648.0
弗雷德·斯科拉里,81648.0
Fredy Hernández,59000.0
Frédérik Gauthier,97070.4
Frédérik Gauthier,97070.4
Gabe Gauthier,90720.0
Gabe Gauthier,90720.0
Gabriel Hernández (boxer),81000.0
جالن راب,62596.8
Galen Rupp,62596.8
Galen Rupp,62596.8
Galen Rupp,62596.8
Galen Rupp,62596.8
Galen Rupp,62596.8
ゲーレン・ラップ,62596.8
Galen Rupp,62596.8
Galen Rupp,62596.8
Galen Rupp,62596.8
"Рапп, Гален",62596.8
盖伦·鲁普,62596.8
Gama Singh,102060.0
Gary Alexander (basketball),108864.0
Gary Alexander,108864.0
Gary Alexander,108864.0
Gary Alexander,108864.0
Gary Alexander,108864.0
加里·亚历山大,108864.0
Gavin Hastings,88904.1
Gavin Hastings,88904.1
Gavin Hastings,88904.1
Gavin Hastings,88904.1
Gavin Hastings,88904.1
Gavin Hastings,88904.1
Geoff Bugden,101000.0
George Cannon (wrestler),135626.0
George Harper,61000.0
George Harper (cyclist),61000.0
George Hay (ice hockey),70308.0
George Hay (hockey sur glace),70308.0
George Hughes (ice hockey),81648.0
George McNaughton,68040.0
George McNaughton,68040.0
George McPhee,77112.0
George McPhee,77112.0
George McPhee,77112.0
"Макфи, Джордж",77112.0
George Spencer (rugby),76000.0
George Wilson,102060.0
George Wilson,102060.0
George Wilson,102060.0
"George Wilson (basketball, born 1942)",102060.0
George Wilson,102060.0
George Wilson (safety),95256.0
Georgi Ivanov,130000.0
Georgi Ivanov (athlétisme),130000.0
Georgi Iwanow (kulomiot),130000.0
Georgi Ivanov (athlete),130000.0
Gerrie Slot,78000.0
Gerrie Slot,78000.0
Gerrie Slot,78000.0
جيريت دي فريس (دراج),75000.0
Gerrit de Vries (cyclisme),75000.0
Gerrit de Vries (cyclist),75000.0
Gerrit de Vries (wielrenner),75000.0
Gerrit de Vries,75000.0
Gerrit de Vries,75000.0
Gerry Meehan,90720.0
Gerry Meehan,90720.0
Gerry Meehan,90720.0
Getuli Bayo,60000.0
Getuli Bayo,60000.0
Gilles Tremblay (ice hockey),77112.0
Gilles Tremblay (hockey sur glace),77112.0
"Трамбле, Жиль (хоккеист)",77112.0
Giulio Chiesa,76000.0
Giulio Chiesa,76000.0
غلين ديفيس (لاعب كرة سلة),131090.0
Glen Davis,131090.0
Glen Davis (basketball),131090.0
Glen Davis,131090.0
Glen Davis,131090.0
Glen Davis,131090.0
グレン・デイビス (バスケットボール),131090.0
Glen Davis,131090.0
Glen Davis,131090.0
"Дэвис, Глен",131090.0
格伦·戴维斯,131090.0
Glen Hanlon,83916.0
Glen Hanlon,83916.0
Glen Hanlon,83916.0
"Хэнлон, Глен",83916.0
Glenn Cunningham (athlete),69854.4
Glenn Cunningham,69854.4
Glenn Cunningham,69854.4
Glenn Cunningham,69854.4
グレン・カニンガム,69854.4
Glenn Cunningham (lekkoatleta),69854.4
Glenn Cunningham,69854.4
Gorka Izagirre,66000.0
Gorka Izagirre,66000.0
Gorka Izagirre,66000.0
Gorka Izagirre,66000.0
Gorka Izagirre,66000.0
Gorka Izagirre,66000.0
Gorka Izagirre,66000.0
جوركا فيردوغو,69000.0
Gorka Verdugo,69000.0
Gorka Verdugo,69000.0
Gorka Verdugo,69000.0
Gorka Verdugo,69000.0
Gorka Verdugo,69000.0
Gorka Verdugo,69000.0
ゴルカ・ベルドゥゴ,69000.0
Gorka Verdugo,69000.0
Great Kabuki,110000.0
The Great Kabuki,110000.0
ザ・グレート・カブキ,110000.0
Greg Davis (ice hockey),88452.0
Greg Fox (ice hockey),86184.0
جريج أودن,123833.0
Greg Oden,123833.0
Greg Oden,123833.0
Greg Oden,123833.0
Greg Oden,123833.0
Greg Oden,123833.0
グレッグ・オデン,123833.0
Greg Oden,123833.0
Greg Oden,123833.0
Greg Oden,123833.0
"Оден, Грег",123833.0
格雷格·奥登,123833.0
Greg de Vries,97524.0
Greg de Vries,97524.0
Greg de Vries,97524.0
"Девриз, Грег",97524.0
Guillermo Díaz (baloncestista),83916.0
Guillermo Diaz (basketball),83916.0
Guillermo Díaz,83916.0
Guillermo Díaz (basket-ball),83916.0
ギレルモ・ディアス,83916.0
吉勒莫·迪亚兹,83916.0
Gustavo Adolfo Becker,70000.0
Gustavo Adolfo Becker,70000.0
Guylaine Cloutier,53000.0
Guylaine Cloutier,53000.0
Guylaine Cloutier,53000.0
هاكان ديميريل,84823.2
Hakan Demirel,84823.2
Hakan Demirel,84823.2
Hakan Demirel,84823.2
Hakan Demirel,84823.2
Hakeem Olajuwon,115668.0
حكيم عليوان,115668.0
Hakeem Olajuwon,115668.0
Hakeem Olajuwon,115668.0
Hakeem Olajuwon,115668.0
Hakeem Olajuwon,115668.0
アキーム・オラジュワン,115668.0
Hakeem Olajuwon,115668.0
Hakeem Olajuwon,115668.0
"Оладжьювон, Хаким",115668.0
Hakeem Olajuwon,115668.0
哈基姆·奥拉朱旺,115668.0
Harold Johnson (baloncestista),108864.0
Harold Johnson,108864.0
哈罗德·约翰逊,108864.0
Harold Johnson (basketball),108864.0
Harry Martin (field hockey),81000.0
Harry Taylor (swimmer),65000.0
Heikki Liimatainen,60000.0
Heikki Liimatainen (athlete),60000.0
Heikki Liimatainen,60000.0
Heikki Liimatainen,60000.0
ヘイッキ・リーマタイネン,60000.0
