http://dbpedia.org/ontology/Wrestler,http://dbpedia.org/ontology/height
Komeil Gasemi,1.83
Komeil Ghasemi,1.83
Komeil Ghasemi,1.83
コメイル・ガセミ,1.83
Komejl Ghasemi,1.83
Komeil Ghasemi,1.83
"Гасеми, Комейл",1.83
Komeil Ghasemi,1.83
Lajos Virág,1.87
Lajos Virág,1.87
Lajos Virág,1.87
Mingijan Arturowitsch Semjonow,1.55
Minguiyán Semiónov,1.55
Mingiyan Semenov,1.55
Mingijan Semënov,1.55
Mingijan Siemionow,1.55
"Семёнов, Мингиян Артурович",1.55
Mingiyan Semenov,1.55
Natalja Jurjewna Golz,1.64
Natalia Golts,1.64
Natalja Golc,1.64
"Гольц, Наталья Юрьевна",1.64
Natalia Golts,1.64
Nataliya Sinişin,1.65
Nataliya Sinişin,1.65
Nataliya Sinişin,1.65
Natalija Synyszyn,1.65
Nataliya Synyshyn,1.65
"Синишин, Наталья Игоревна",1.65
Nataliya Synyshyn,1.65
Switlana Sajenko,1.69
Svetlana Saenco,1.69
Switłana Sajenko,1.69
"Саенко, Светлана Александровна",1.69
Svetlana Saenko,1.69
Tina George,1.52
Tina George,1.52
Tina George,1.52
Walerij Andrijzew,1.8288
Valeri Andritsev,1.8288
Valeriy Andriytsev,1.8288
Valerij Andrijcev,1.8288
Wałerij Andrijcew,1.8288
"Андрейцев, Валерий Александрович",1.8288
Valeriy Andriytsev,1.8288
Vanessa Boubryemm,1.66
Vanessa Boubryemm,1.66
Vanessa Boubryemm,1.66
Vanessa Boubryemm,1.66
Vanessa Boubryemm,1.66
Wugar Ragimow,1.65
Viuhar Rahimov,1.65
Vyuhar Rahimov,1.65
"Рагимов, Вугар Гамидулла оглы",1.65
Vugar Rakhimov,1.65
A.C. Golden,1.8288
Brian Cage,1.8288
Brian Cage,1.8288
Brian Cage,1.8288
ブライアン・バトン,1.8288
Brian Cage,1.8288
Chad Slivenski,1.7526
Cueball Carmichael,1.905
シンティア・モレノ,1.66
Cynthia Moreno,1.66
Doug Flex,1.8796
オリエンタル (プロレスラー),1.68
El Oriental,1.68
Electrico (wrestler),1.64
ファビー・アパッチェ,1.6
Faby Apache,1.6
ハロウィック,1.8796
Hallowicked,1.8796
Joseph Bailey,1.8288
JCベイリー,1.8288
J. C. Bailey,1.8288
JT Southern,1.8796
Larry Winters,1.778
Leslie Butterscotch,1.8034
Lucky Cannon,1.9304
ジョン・エミンジャー,1.9304
Jon Emminger,1.9304
Lucky Cannon,1.9304
Lucky Cannon,1.9304
Lucky Cannon,1.9304
Lucky Cannon,1.9558
ジョン・エミンジャー,1.9558
Jon Emminger,1.9558
Lucky Cannon,1.9558
Lucky Cannon,1.9558
Lucky Cannon,1.9558
Maniaco,1.76
マリー・アパッチェ,1.6
Mari Apache,1.6
Mini Histeria,1.58
Mini Psicosis,1.56
Monster Clown,1.9
Máscara Sagrada,1.8
Máscara Sagrada,1.8
Octagoncito (AAA),1.47
Pimpinela Escarlata,1.76
リッパー (プロレスラー),1.75
Psicosis II,1.75
Psycho Clown,1.87
Psycho Clown,1.87
Ricky Blues,1.8288
Scotty Summers,1.8542
She Nay Nay,1.6256
シ・ナ・ナ,1.6256
She Nay Nay,1.6256
Shockercito,1.3
ウルティモ・グラディアドール,1.84
Último Gladiador,1.84
A.J. Freely,1.8
A.J. Freeley,1.8
Carlos Cotto,1.8288
Чан Чхан Сон,1.58
Chang Chang-sun,1.58
Christina Von Eerie,1.6256
Christina Von Eerie,1.6256
Christina Maria Kardooni,1.6256
クリスティーナ・カルドーニ,1.6256
Christina Von Eerie,1.6256
Frank Chamizo,1.7
Frank Chamizo,1.7
Frank Chamizo,1.7
Frank Chamizo,1.7
Frank Chamizo,1.7
Frank Chamizo,1.7
"Чамисо, Франк",1.7
Frank Chamizo,1.7
Ike Robin,1.8288
John Garea,1.85
Tim Catalfo,1.8034
Tiny the Terrible,1.397
Brie Bella,1.6764
Brie Bella,1.6764
Бри Белла,1.6764
Brie Bella,1.6764
Nikki Bella,1.6764
Nikki Bella,1.6764
Nikki Bella,1.6764
Никки Белла,1.6764
Nikki Bella,1.6764
ブラックマン,1.68
Black Man (wrestler),1.68
モンスター・ペイン,2.0574
Monster Pain,2.0574
The Blossom Twins,1.524
Alex Silva (wrestler),1.8288
Alex Silva,1.8288
アレックス・シルヴァ,1.8288
Alex Silva (lutador),1.8288
Alex Silva (wrestler),1.8288
Bubba Monroe,1.8796
Cassandro,1.66
Cynthia Peretti,1.7272
Frank Stalletto,1.8796
Johnny Barend,1.8542
Klondike Bill,1.8288
Courtney Rush,1.7018
コートニー・ラッシュ,1.7018
Rosemary (wrestler),1.7018
Син Кара,1.7018
Sin Cara,1.7018
Sonika Kaliraman,1.83
El Cobarde,1.76
Miguel Ángel Delgado,1.76
Steve Williams (Wrestler),1.8542
"""Dr. Death"" Steve Williams",1.8542
Steve Williams (catcheur),1.8542
Steve Williams (wrestler),1.8542
スティーブ・ウィリアムス,1.8542
"""Dr. Death"" Steve Williams",1.8542
عبد الله كوباياشي,1.75
アブドーラ小林,1.75
Abdullah Kobayashi,1.75
Alex Wright,1.9304
Alex Wright,1.9304
Alex Wright,1.9304
Alex Wright,1.9304
Alex Wright (catcheur),1.9304
アレックス・ライト,1.9304
براد مادوكس,1.8542
Tyler Kluttz,1.8542
Brad Maddox,1.8542
Brad Maddox,1.8542
ブレント・ウェリントン,1.8542
Tyler Kluttz,1.8542
Brad Maddox,1.8542
布萊德·邁達克斯,1.8542
Brad Maddox,1.8542
براي وايت,1.905
Bray Wyatt,1.905
Windham Rotunda,1.905
Windham Rotunda,1.905
Bray Wyatt,1.905
ウィンダム・ロタンダ,1.905
Windham Rotunda,1.905
Bray Wyatt,1.905
Bray Wyatt,1.905
Брэй Уайатт,1.905
布雷·外耶特,1.905
Bray Wyatt,1.905
Brute Bernard,1.8796
ブルート・バーナード,1.8796
Brute Bernard,1.8796
Fire (wrestler),1.69
سيلفا العملاق,2.18
Paulo César da Silva,2.18
Paulo Cesar Silva,2.18
Giant Silva,2.18
ジャイアント・シルバ,2.18
Giant Silva,2.18
Гигант Силва,2.18
Giant Silva,2.18
Hiroshi Yamato,1.77
大和ヒロシ,1.77
Hiroshi Yamato,1.77
James Mitchell (manager),1.7526
James Mitchell (catch),1.7526
ジェームズ・ミッチェル (マネージャー),1.7526
Jazz (wrestler),1.6256
Jazz (luchadora),1.6256
Carlene Begnaud,1.6256
Jazz (wrestler),1.6256
ジャズ (プロレスラー),1.6256
Carlene Begnaud,1.6256
Carlene Begnaud,1.6256
Jeff Gaylord,1.905
جيف جاريت,1.778
Jeff Jarrett,1.778
Jeff Jarrett,1.778
Jeff Jarrett,1.778
Jeff Jarrett,1.778
Jeff Jarrett,1.778
ジェフ・ジャレット,1.778
Jeff Jarrett,1.778
Jeff Jarrett,1.778
Jeff Jarrett,1.778
"Джарретт, Джефф",1.778
傑夫·賈勒特,1.778
Johnny Powers (wrestler),1.9304
ジョニー・パワーズ,1.9304
Kane (wrestler),2.1336
كين (مصارع),2.1336
Kane (Wrestler),2.1336
Kane,2.1336
Glenn Jacobs,2.1336
Kane (wrestler),2.1336
ケイン (プロレスラー),2.1336
Glenn Jacobs,2.1336
Kane (wrestler),2.1336
Kane (lutador),2.1336
Кейн (рестлер),2.1336
肯恩 (摔角手),2.1336
宮本和志,1.8
Kazushi Miyamoto,1.8
Kenta Kobayashi,1.74
Kenta Kobayashi,1.74
Kenta Kobayashi,1.74
Kenta Kobayashi,1.74
小林健太,1.74
Hideo Itami,1.74
كينغ كونغ بوندي,1.8288
King Kong Bundy,1.8288
King Kong Bundy,1.8288
King Kong Bundy,1.8288
King Kong Bundy,1.8288
King Kong Bundy,1.8288
キングコング・バンディ,1.8288
King Kong Bundy,1.8288
King Kong Bundy,1.8288
Кинг-Конг Банди,1.8288
Lobo (wrestler),1.778
ロボ (プロレスラー),1.778
Missy Hyatt,1.7272
Missy Hyatt,1.7272
Nitro (wrestler),1.73
Onyx (wrestler),1.778
リンゴ・メンドーサ,1.7
Ringo Mendoza,1.7
R.D. Evans,1.89
Robert Evans (wrestler),1.89
Robert Gibson (wrestler),1.8288
ロバート・ギブソン (プロレスラー),1.8288
Rosey (wrestler),1.9304
Matt Anoa'i,1.9304
Matt Anoa'i,1.9304
Matt Anoa'i,1.9304
マット・アノアイ,1.9304
Matt Anoa'i,1.9304
Matt Anoaʻi,1.9304
Matt Anoa'i,1.9304
Satoshi Kojima,1.83
Satoshi Kojima,1.83
Satoshi Kojima,1.83
小島聡,1.83
Steve Regal,1.8288
スティーブ・リーガル,1.8288
Stigma (wrestler),1.778
Takahiro Suwa,1.7
Takahiro Suwa,1.7
Takahiro Suwa,1.7
SUWA,1.7
The Godfather (wrestler),1.9812
تشارلز رايت (مصارع),1.9812
Charles Wright (Wrestler),1.9812
Charles Wright (luchador),1.9812
Charles Wright (catcheur),1.9812
The Godfather (wrestler),1.9812
チャールズ・ライト (プロレスラー),1.9812
Charles Wright (worstelaar),1.9812
Charles Wright (lutador),1.9812
Tiger Ali Singh,1.96
タイガー・アリ・シン,1.96
Gurjit Singh,1.96
Gurjit Singh,1.96
Tiger Jeet Singh,1.905
タイガー・ジェット・シン,1.905
Tiger Jeet Singh,1.905
Takuya Onodera,1.74
苫小牧卓也,1.74
Tomahawk T.T.,1.74
Tommy Diablo,1.7272
Tori (wrestler),1.7018
Terri Poch,1.7018
Tori (wrestler),1.7018
テリー・パワー,1.7018
Terri Poch,1.7018
Terri Poch,1.7018
Tori (wrestler),1.7526
Terri Poch,1.7526
Tori (wrestler),1.7526
テリー・パワー,1.7526
Terri Poch,1.7526
Terri Poch,1.7526
Toshiyo Yamada,1.68
山田敏代,1.68
つくし (プロレスラー),1.48
Tsukushi (wrestler),1.48
Val Venis,1.905
Sean Morley,1.905
Sean Morley,1.905
Sean Morley,1.905
Val Venis,1.905
ショーン・モーリー,1.905
Sean Morley,1.905
Sean Morley,1.905
Virgil (wrestler),1.8034
Mike Jones (catcheur),1.8034
Virgil (wrestler),1.8034
マイク・ジョーンズ (プロレスラー),1.8034
Mike Jones (worstelaar),1.8034
فلاديمير كوزلوف,1.9558
Vladimir Kozlov,1.9558
Vladimir Kozlov,1.9558
Oleg Prudius,1.9558
Oleg Prudius,1.9558
Vladimir Kozlov,1.9558
オレッグ・プルディウス,1.9558
Oleg Prudius,1.9558
Vladimir Kozlov,1.9558
Vladimir Kozlov,1.9558
"Прудиус, Олег Александрович",1.9558
ويليام ريغال,1.905
William Regal,1.905
William Regal,1.905
William Regal,1.905
William Regal,1.905
William Regal,1.905
ダレン・マシューズ,1.905
William Regal,1.905
William Regal,1.905
William Regal,1.905
Уильям Ригал,1.905
威廉·瑞格,1.905
Yoshinobu Kanemaru,1.73
Yoshinobu Kanemaru,1.73
金丸義信,1.73
Sean Waltman,1.8288
اكس باك,1.8288
Sean Waltman,1.8288
Sean Waltman,1.8288
Sean Waltman,1.8288
X-Pac,1.8288
ショーン・ウォルトマン,1.8288
Sean Waltman,1.8288
Sean Waltman,1.8288
"Уолтман, Шон",1.8288
肖恩·瓦特曼,1.8288
マイク・カーシュナー,1.778
Michael Kirchner,1.778
Corporal Kirchner,1.778
Daniel McDevitt,1.905
Corporal Punishment (wrestler),1.905
Debra Marshall,1.651
Debra Marshall,1.651
Debra Marshall,1.651
Debra Marshall,1.651
Debra Marshall,1.651
Debra Marshall,1.651
"Маршалл, Дебра",1.651
George Takano,1.85
ジョージ高野,1.85
رومان رينز,1.905
Roman Reigns,1.905
Roman Reigns,1.905
Roman Reigns,1.905
Roman Reigns,1.905
Roman Reigns,1.905
ジョー・アノアイ,1.905
Joe Anoa'i,1.905
Roman Reigns,1.905
Roman Reigns,1.905
Роман Рейнс,1.905
羅曼·瑞恩斯,1.905
高野拳磁,2.01
Shunji Takano,2.01
Armen Mkrttschjan,1.53
Armen Mkrtchyan,1.53
Armen Mkrtchian,1.53
Armen Mkrtchian,1.53
アルメン・ムクルチアン,1.53
Armen Mykyrtczian,1.53
"Мкртчян, Армен Ярцикович",1.53
Balls Mahoney,1.8796
Balls Mahoney,1.8796
Jonathan Rechner,1.8796
Balls Mahoney,1.8796
Balls Mahoney,1.8796
ボールズ・マホーニー,1.8796
Balls Mahoney,1.8796
Brad Armstrong (wrestler),1.8288
Brad Armstrong (luchador),1.8288
Brad Armstrong (catch),1.8288
ブラッド・アームストロング,1.8288
ブラソ・デ・オロ,1.7
Brazo de Oro (wrestler),1.7
تشارلز روبنسون (حكم),1.6764
Charles Robinson (referee),1.6764
Charles Robinson,1.6764
Charles Robinson (arbitre),1.6764
Charles Robinson (arbitro),1.6764
チャールズ・ロビンソン (レフェリー),1.6764
Charles Robinson (scheidsrechter),1.6764
Charles Robinson,1.6764
查理斯·魯賓森,1.6764
كودي رودز,1.8796
Cody Rhodes,1.8796
Cody Rhodes,1.8796
Cody Rhodes,1.8796
Cody Rhodes,1.8796
Cody Rhodes,1.8796
コーディ・ローデス,1.8796
Cody Rhodes,1.8796
Cody Rhodes,1.8796
Cody Rhodes,1.8796
"Роудс, Коди",1.8796
寇帝·羅茲,1.8796
Dick Beyer,1.778
Dick Beyer,1.778
ザ・デストロイヤー,1.778
Don Kent (wrestler),1.778
ドン・ケント,1.778
Hans Schmidt (wrestler),1.9304
ハンス・シュミット (プロレスラー),1.9304
Horus (wrestler),1.77
Iwao Horiuchi,1.63
堀内岩雄,1.63
"Хориути, Ивао",1.63
Iwao Horiuchi,1.63
Jack O'Brien (wrestler),1.73
Jerry Lynn,1.8034
Jerry Lynn,1.8034
Jerry Lynn,1.8034
Jerry Lynn,1.8034
Jerry Lynn,1.8034
ジェリー・リン,1.8034
Jerry Lynn,1.8034
Jerry Lynn,1.8034
Jerry Lynn,1.8034
John McMahon (wrestler),1.7907
John Tatum (wrestler),1.905
José Huertas González,1.7272
José González (wrestler),1.7272
Keith Hart (wrestler),1.8
Keith Hart,1.8
Keith Hart (showworstelaar),1.8
Lauri Koskela,1.67
Lauri Koskela,1.67
Lauri Koskela,1.67
Lauri Koskela,1.67
Lauri Koskela,1.67
"Коскела, Лаури",1.67
Leroy Brown (wrestler),1.8796
レロイ・ブラウン,1.8796
Lofty Blomfield,1.8796
Mahabali Shera,1.8288
Amanpreet Singh,1.8288
マハーバリ・シェラ,1.8288
Mahabali Shera,1.8288
Makoto Hashi,1.8
橋誠,1.8
Martin Klein (Ringer),1.74
Martin Klein (wrestler),1.74
Martin Klein,1.74
"Клейн, Мартин",1.74
Martin Klein,1.74
Meatball (wrestler),1.3716
Mercurio (wrestler),1.63
夏樹☆たいよう,1.52
Natsuki Taiyo,1.52
P.N. News,1.8796
راكيل دياز,1.6002
Raquel Díaz,1.6002
Raquel Diaz,1.6002
Shaul Guerrero,1.6002
シャウル・ゲレロ,1.6002
Shaul Guerrero,1.6002
Shaul Guerrero,1.6002
Raquel Diaz,1.6002
Rauno Mäkinen,1.68
Rauno Mäkinen,1.68
Rauno Mäkinen,1.68
Rauno Mäkinen,1.68
"Мякинен, Рауно",1.68
Rauno Mäkinen,1.68
Red Berry (wrestler),1.73
Rey Bucanero,1.78
Rey Bucanero,1.78
Rey Bucanero,1.78
レイ・ブカネロ,1.78
リチャード・スリンガー,1.8034
Richard Slinger,1.8034
Ryan Taylor (wrestler),1.8288
جوزيف جيمس الابن,1.8542
Scott Armstrong (wrestler),1.8542
Scott Armstrong,1.8542
"Joseph James, Jr.",1.8542
ジョセフ・ジェームズ・ジュニア,1.8542
Joseph James Jr.,1.8542
Scott Armstrong,1.8542
史考特·阿姆斯壯,1.8542
Test (wrestler),1.9812
تست (مصارع),1.9812
Andrew Test Martin,1.9812
Andrew Martin,1.9812
Andrew Martin,1.9812
Test (wrestler),1.9812
アンドリュー・マーチン,1.9812
Andrew Martin,1.9812
Andrew Martin,1.9812
"Мартин, Эндрю",1.9812
غريت كالي,2.159
Dalip Singh (Wrestler),2.159
The Great Khali,2.159
Dalip Singh,2.159
The Great Khali,2.159
The Great Khali,2.159
ダリップ・シン,2.159
The Great Khali,2.159
The Great Khali,2.159
Великий Кали,2.159
巨人哈利,2.159
Tony Stetson,1.778
Toshiaki Kawada,1.83
Toshiaki Kawada,1.83
Toshiaki Kawada,1.83
川田利明,1.83
ヴァネッサ・クレイヴァン,1.8288
Vanessa Kraven,1.8288
Nobuo Yoshihashi,1.8
Yoshi-Hashi,1.8
吉橋伸雄,1.8
Yoshi-Hashi,1.8
Bubba Ray Dudley,1.9304
بوبا راي دادلي,1.9304
Mark LoMonaco,1.9304
Bully Ray,1.9304
Bubba Ray Dudley,1.9304
マーク・ロモナコ,1.9304
Mark LoMonaco,1.9304
Mark LoMonaco,1.9304
Mark LoMonaco,1.9304
"Ломонако, Марк",1.9304
D'Lo Brown,1.8542
D'Lo Brown,1.8542
Accie Jarvante Conner,1.8542
D'Lo Brown,1.8542
ディーロ・ブラウン,1.8542
D'Lo Brown,1.8542
D'Lo Brown,1.8542
D-Von Dudley,1.8796
ديفون دادلي,1.8796
Devon Hughes,1.8796
D-Von Dudley,1.8796
D-Von Dudley,1.8796
ディーボン・ヒューズ,1.8796
Devon Hughes,1.8796
Devon Hughes,1.8796
"Хьюз, Дивон",1.8796
Davey Boy Smith,1.9
ديفي بوي سميث,1.9
The British Bulldog,1.9
Davey Boy Smith,1.9
Davey Boy Smith,1.9
Davey Boy Smith,1.9
デイビーボーイ・スミス,1.9
Davey Boy Smith,1.9
Davey Boy Smith,1.9
Davey Boy Smith,1.9
Британский Бульдог,1.9
英國牛頭犬,1.9
Doink the Clown,1.8288
Doink the Clown,1.8288
Doink the Clown,1.8288
ドインク・ザ・クラウン,1.8288
Doink the Clown,1.8288
غولدست,1.9812
Goldust,1.9812
Goldust,1.9812
Goldust,1.9812
Dustin Patrick Runnels,1.9812
Goldust,1.9812
ダスティン・ローデス,1.9812
Dustin Rhodes,1.9812
Goldust,1.9812
Goldust,1.9812
Голдаст,1.9812
達斯汀·羅茲,1.9812
Greg Valentine,1.8288
Greg Valentine,1.8288
Greg Valentine,1.8288
Greg Valentine,1.8288
Greg Valentine,1.8288
グレッグ・バレンタイン,1.8288
Greg Valentine,1.8288
Greg Valentine,1.8288
Грег Валентайн,1.8288
格雷格·瓦倫丁,1.8288
Jimmy Hart,1.778
Jimmy Hart,1.778
Jimmy Hart,1.778
Jimmy Hart,1.778
Jimmy Hart,1.778
ジミー・ハート,1.778
Jimmy Hart,1.778
Jimmy Hart,1.778
"Харт, Джимми",1.778
吉米·哈特,1.778
Jonny Storm,1.7018
Jonny Storm,1.7018
Kevin Thorn,1.905
Kevin Fertig,1.905
Kevin Fertig,1.905
Kevin Thorn,1.905
ケビン・ファーティグ,1.905
Kevin Fertig,1.905
Kevin Fertig,1.905
Lou Thesz,1.8796
Lou Thesz,1.8796
Lou Thesz,1.8796
Lou Thesz,1.8796
Lou Thesz,1.8796
ルー・テーズ,1.8796
Lou Thesz,1.8796
路·塞茲,1.8796
Nick Patrick (referee),1.8796
Nick Hamilton,1.8796
Nick Hamilton,1.8796
ニック・パトリック,1.8796
Nick Hamilton,1.8796
Raymond Rougeau,1.8
Raymond Rougeau,1.8
Raymond Rougeau,1.8
レイモンド・ルージョー,1.8
ريكو قسطنطينو,1.8288
Rico Constantino,1.8288
Rico Constantino,1.8288
Rico Constantino,1.8288
Rico Constantino,1.8288
リコ・コンスタンティノ,1.8288
Rico Constantino,1.8288
Rico Constantino,1.8288
Rob Conway,1.8796
Robert Conway,1.8796
Rob Conway,1.8796
Rob Conway,1.8796
Rob Conway,1.8796
ロブ・コンウェイ,1.8796
Rob Conway,1.8796
Rob Conway,1.8796
Sid Eudy,2.0574
سايكو سيد,2.0574
Sid Vicious (Wrestler),2.0574
Sid Eudy,2.0574
Sid Eudy,2.0574
Sid Eudy,2.0574
シッド・ビシャス,2.0574
Sid Eudy,2.0574
Sid Eudy,2.0574
Сид Вишес (рестлер),2.0574
席德·尤迪,2.0574
Spike Dudley,1.7018
Matt Hyson,1.7018
Spike Dudley,1.7018
Matt Hyson,1.7018
マット・ハイソン,1.7018
Matt Hyson,1.7018
Matt Hyson,1.7018
Toots Mondt,1.8288
Toots Mondt,1.8288
Toots Mondt,1.8288
Toots Mondt,1.8288
يوكوزونا (مصارع),1.8288
Yokozuna (wrestler),1.8288
Yokozuna (Wrestler),1.8288
Yokozuna (luchador),1.8288
Yokozuna (catcheur),1.8288
Yokozuna (wrestler),1.8288
ロドニー・アノアイ,1.8288
Rodney Anoa'i,1.8288
Yokozuna (wrestler),1.8288
Rodney Anoa'i,1.8288
Ёкодзуна (рестлер),1.8288
横綱 (摔角手),1.8288
Bert Assirati,1.7018
Cibernético (luchador),1.84
Cibernético,1.84
Octavio López Arreola,1.84
Cibernético,1.84
シベルネティコ,1.84
Crazy Boy,1.75
クレイジー・ボーイ,1.75
درو ماكنتاير,1.9812
Drew McIntyre,1.9812
Drew Galloway,1.9812
Drew Galloway,1.9812
Drew Galloway,1.9812
Drew Galloway,1.9812
ドリュー・ギャロウェイ,1.9812
Drew McIntyre,1.9812
Drew McIntyre,1.9812
Drew Galloway,1.9812
"Гэллоуэй, Дрю",1.9812
Jerry Stubbs,1.86
Jerry Stubbs,1.86
ジェリー・スタッブス,1.86
Jim Powers,1.8034
Jim Powers,1.8034
Jim Powers,1.8034
Johnny Kashmere,1.8288
ジョニー・カジミア,1.8288
Johnny Kashmere,1.8288
Kenny Jay,1.905
Maybach Taniguchi,1.82
Maybach Taniguchi,1.82
マイバッハ谷口,1.82
Peter Sauer,1.8288
Peter Sauer,1.8288
Rick McGraw,1.7018
Ski Hi Lee,2.032
スカイ・ハイ・リー,2.032
Yoshiaki Yatsu,1.85
谷津嘉章,1.85
Yoshiaki Yatsu,1.85
Damien Kane,1.778
Dan Kroffat,1.8288
Hammett (luchador),1.7272
Hammett (wrestler),1.7272
ジョン・ヤーネット,1.7272
John Yurmet,1.7272
Justice Pain,1.778
ジャスティス・ペイン,1.778
Mr. Hito,1.83
ミスター・ヒト,1.83
Muhammad Yone,1.85
モハメド・ヨネ,1.85
Reggie Bennett,1.7272
レジー・ベネット,1.7272
Rico Suave (wrestler),1.8288
Shane Sewell,1.8288
Shane Sewell,1.8288
Shane Sewell,1.8288
Vincenzo Maenza,1.6
Vincenzo Maenza,1.6
Vincenzo Maenza,1.6
Vincenzo Maenza,1.6
Vincenzo Maenza,1.6
Vincenzo Maenza,1.6
"Маэнца, Винченцо",1.6
Adam Sandurski,2.14
Adam Sandurski,2.14
Adam Sandurski,2.14
Adam Sandurski,2.14
Alain Milián,1.69
Alaín Milián,1.69
Alain Milián,1.69
Arawat Sabejew,1.9
Arawat Sabejew,1.9
Arawat Sabejew,1.9
"Сабеев, Арават Сергеевич",1.9
Arawat Sabejew,1.9
Dumitru Pârvulescu,1.66
Dumitru Pârvulescu,1.66
Dumitru Pârvulescu,1.66
Dumitru Pârvulescu,1.66
"Пырвулеску, Думитру",1.66
Edvin Vesterby,1.63
Edvin Vesterby,1.63
Edvin Vesterby,1.63
Edvin Vesterby,1.63
"Вестербю, Эдвин",1.63
Edvin Vesterby,1.63
Gennadi Wladimirowitsch Korban,1.75
Gennadiy Korban,1.75
"Корбан, Геннадий Владимирович",1.75
